"","Column","Row","RefNumber","Name.Append","Name","ID","ControlType","TopHit","Correct.Accession.number","Accession","Probe","blast2go.Seq.Description","NCBI.Accession.name","Gene","Gene.Code","Probe.Group","Modified.Probe.Group","Function","FC","Species.Detail","Species.Group","X","X.1","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"CUST_237_PI426232937",92,3,819,"DQ174705.1","DQ174705.1","CUST_237_PI426232937","FALSE","gb|DQ174705.1|gi|86562520","DQ174705.1","DQ174705.1","DQ174705","","photosystem ii protein d1","psbA gene for photosystem II protein D1","","photosynthesis","response to light","photosynthesis","ZOOX - photosynthesis","Symbiodinium sp.","zooxanthellae",NA,NA,1.29713492364046,4.88106900983212,2.59850964351536,0.0327878133552515,0.743958966577514,-3.35098368411874
"CUST_108_PI426246026",90,49,1124,"4378729_AF108712.1","4378729_AF108712.1_361-702","CUST_108_PI426246026","FALSE","gi|4378729_AF108712.1_361-702","AF108712.1","AF108712.1","AF108712","cytochrome c oxidase subunit i","cytochrome oxidase subunit I","cytochrome oxidase subunit I","","ETC","respiration","cellular respiration","NCF","Montastrea cavernosa","coral",NA,NA,0.651783289798827,9.56159164301944,2.59839829901938,0.0327933786474594,0.743958966577514,-3.35112155480931
"CUST_60_PI426232937",82,158,2300,"AJ884905.1","AJ884905.1","CUST_60_PI426232937","FALSE","emb|AJ884905.1|gi|87158416","AJ884905.1","AJ884905.1","AJ884905","","photosystem ii protein d1","chloroplast psbA gene","","photosynthesis","response to light","photosynthesis","ZOOX - photosynthesis","Symbiodinium sp.","zooxanthellae",NA,NA,1.00462725278005,5.85997155907764,2.59702480088565,0.0328621094301076,0.743958966577514,-3.35282233180633
"CUST_238_PI426232937",51,107,7491,"DQ174708.1","DQ174708.1","CUST_238_PI426232937","FALSE","gb|DQ174708.1|gi|86562526","DQ174708.1","DQ174708.1","DQ174708","","photosystem ii protein d1","psbA gene for photosystem II protein D1","","photosynthesis","response to light","photosynthesis","ZOOX - photosynthesis","Symbiodinium sp.","zooxanthellae",NA,NA,1.45520643336504,6.2737049830219,2.58500338219873,0.033470007249935,0.743958966577514,-3.36771312810676
"CUST_13_PI426266317",33,10,10410,"222780620_EZ009291.1","222780620_EZ009291.1_56-426","CUST_13_PI426266317","FALSE","gi|222780620_EZ009291.1_56-426","EZ009291.1","EZ009291.1","EZ009291","mitochondrial import inner membrane translocase subunit tim13","Mitochondrial import inner membrane translocase subunit Tim13 (timm13)","Mitochondrial import inner membrane translocase subunit Tim13 (timm13)","","protein transport","zinc ion binding_protein transport","molecular chaperone","MF","Acropora millepora","coral",NA,NA,-0.621066345479619,0.577099548865097,-2.58095702206802,0.0336772051000067,0.743958966577514,-3.37272724494084
"CUST_353_PI426227486",90,120,1007,"222786712_EZ015184.1","222786712_EZ015184.1_8-1142","CUST_353_PI426227486","FALSE","gi|222786712_EZ015184.1_8-1142","EZ015184.1","EZ015184.1","EZ015184","syndecan binding protein","Syntenin-1 (SDCBP","Syntenin-1 (SDCBP","","misc","(revisit)","misc (fix)","misc","Acropora millepora","coral",NA,NA,0.811891848344066,0.476028974243808,2.57780062471706,0.0338397432998954,0.743958966577514,-3.37663920977441
"CUST_7_PI426232937",87,99,1591,"27372282_AB086878.1","27372282_AB086878.1_8-877","CUST_7_PI426232937","FALSE","gi|27372282_AB086878.1_8-877","AB086878.1","AB086878.1","AB086878","","photosystem ii protein d1","psbA gene for photosystem II protein D1","","photosynthesis","response to light","photosynthesis","ZOOX - photosynthesis","Symbiodinium sp.","zooxanthellae",NA,NA,1.2752596378319,3.67073656572063,2.575643956747,0.0339512623320266,0.743958966577514,-3.37931246244797
"CUST_60_PI426266317",82,107,2407,"222782121_EZ010792.1","222782121_EZ010792.1_345-1193","CUST_60_PI426266317","FALSE","gi|222782121_EZ010792.1_345-1193","EZ010792.1","EZ010792.1","EZ010792","disrupted in renal carcinoma 2","Disrupted in renal carcinoma protein 2 homolog (Dirc2)","Disrupted in renal carcinoma protein 2 homolog (Dirc2)","","transport","membrane transport_integral to membrane","transmembrane transport","NCF","Acropora millepora","coral",NA,NA,0.699744954962147,0.288344201815733,2.57555707291717,0.0339557628802164,0.743958966577514,-3.37942016303899
"CUST_126_PI426266274",69,79,4553,"222795160_EZ023548.1","222795160_EZ023548.1_42-583","CUST_126_PI426266274","FALSE","gi|222795160_EZ023548.1_42-583","EZ023548.1","EZ023548.1","EZ023548","catalase","Catalase (Cat)","Catalase (Cat)","","reactive O2 species metabolism","(revisit)","oxidative stress","SR","Acropora millepora","coral",NA,NA,0.895225181677399,0.628174214723888,2.57301984104814,0.0340874601894242,0.743958966577514,-3.38256548662019
"CUST_97_PI426264540",50,114,7570,"222799525_EZ027913.1","222799525_EZ027913.1_62-976","CUST_97_PI426264540","FALSE","gi|222799525_EZ027913.1_62-976","EZ027913.1","EZ027913.1","EZ027913","inositol -trisphosphate 3-kinase b","Inositol-trisphosphate 3-kinase B (Itpkb)","Inositol-trisphosphate 3-kinase B (Itpkb)","","cell surface signaling","MAPK cascade","signaling","MF","Acropora millepora","coral",NA,NA,-0.879839033772411,0.473859899891195,-2.572066519738,0.0341370782315417,0.743958966577514,-3.38374738176609
"CUST_11_PI426227887",96,78,44,"222783095_EZ011764.1","222783095_EZ011764.1_34-798","CUST_11_PI426227887","FALSE","gi|222783095_EZ011764.1_34-798","EZ011764.1","EZ011764.1","EZ011764","arsenite methyltransferase","Arsenite methyltransferase (As3mt)","Arsenite methyltransferase (As3mt)","","response to toxin","(revisit)","response to xenobiotic","SR","Acropora millepora","coral",NA,NA,-0.997116660464701,3.89029579037558,-2.56755365747956,0.0343729668429709,0.743958966577514,-3.38934296201378
"CUST_28_PI426232931",74,24,3679,"303306195_HM147134.1","303306195_HM147134.1_1689-1991","CUST_28_PI426232931","FALSE","gi|303306195_HM147134.1_1689-1991","HM147134.1","HM147134.1","HM147134","nitrate transporter","nitrate transporter (nrt2) mRNA, partial cds","nitrate transporter (nrt2) mRNA, partial cds","","misc","(revisit)","misc (fix)","misc","Acropora millepora","coral",NA,NA,0.677331270623958,0.437828677060604,2.56152884021215,0.0346904879899842,0.743958966577514,-3.39681498589519
"CUST_135_PI426266615",69,151,4517,"AJ884906_137_171","AJ884906_137_171","CUST_135_PI426266615","FALSE","","AJ884906","AJ884906.1","AJ884906","","chloroplast partial psbA gene for photosystem II protein D1","chloroplast partial psbA gene for photosystem II protein D1","","photosynthesis","response to light","photosynthesis","ZOOX - photosynthesis","Symbiodinium sp.","zooxanthellae",NA,NA,1.02290035577837,5.77671643638314,2.56119359122674,0.0347082442307181,0.743958966577514,-3.39723082187572
"CUST_167_PI426266615",64,92,5285,"CN629960_145_181","CN629960_145_181","CUST_167_PI426266615","FALSE","","CN629960","CN629960.1","CN629960","","Ribophorin","Ribophorin","","protein modification","(revisit)","protein modification","MF","Hydra magnipapillata ","hydrozoa",NA,NA,0.734331413235384,0.505079307747202,2.55540863670372,0.0350161088366463,0.743958966577514,-3.40440730201394
"CUST_240_PI426232937",57,39,6541,"DQ174708.1","DQ174708.1","CUST_240_PI426232937","FALSE","gb|DQ174708.1|gi|86562526","DQ174708.1","DQ174708.1","DQ174708","","photosystem ii protein d1","psbA gene for photosystem II protein D1","","photosynthesis","response to light","photosynthesis","ZOOX - photosynthesis","Symbiodinium sp.","zooxanthellae",NA,NA,1.35845899882079,6.07912891295566,2.55427271585939,0.0350768876909563,0.743958966577514,-3.40581666648513
"CUST_190_PI426264540",82,89,2416,"222788984_EZ017416.1","222788984_EZ017416.1_118-997","CUST_190_PI426264540","FALSE","gi|222788984_EZ017416.1_118-997","EZ017416.1","EZ017416.1","EZ017416","lipoic acid synthetase","Lipoyl synthase","Lipoyl synthase","","cell surface signaling","response to bacteria","immune response","MF","Acropora millepora","coral",NA,NA,-0.701819558996659,1.1428860041286,-2.55179337944619,0.0352099225628063,0.743958966577514,-3.40889307162779
"CUST_955_PI426227498",90,134,1000,"222785786_EZ014268.1","222785786_EZ014268.1_402-635","CUST_955_PI426227498","FALSE","gi|222785786_EZ014268.1_402-635","EZ014268.1","EZ014268.1","EZ014268","tnf receptor-associated factor 6","TNF receptor-associated factor 6 (TRAF6)","TNF receptor-associated factor 6 (TRAF6)","","signal transduction","(revisit)","signaling","MF","Acropora millepora","coral",NA,NA,-0.620798584264643,0.318584234656633,-2.55080627244626,0.035263031660739,0.743958966577514,-3.41011797985735
"CUST_5_PI426247733",95,112,191,"222781649_EZ010320.1","222781649_EZ010320.1_48-401","CUST_5_PI426247733","FALSE","gi|222781649_EZ010320.1_48-401","EZ010320.1","EZ010320.1","EZ010320","homeobox d4","Homeobox protein Hox-D4 (HOXD4","Homeobox protein Hox-D4 (HOXD4","","homeobox","DNA binding","regulation of transcription","NCF","Acropora millepora","coral",NA,NA,1.08698088455553,0.560652693935874,2.54979301434932,0.0353176329290788,0.743958966577514,-3.41137539103094
"CUST_72_PI426246032",68,6,4672,"222798016_EZ026404.1","222798016_EZ026404.1_34-932","CUST_72_PI426246032","FALSE","gi|222798016_EZ026404.1_34-932","EZ026404.1","EZ026404.1","EZ026404","dna primase large subunit","DNA primase large subunit (Prim2)","DNA primase large subunit (Prim2)","","DNA replication_repair_unwind","DNA binding","DNA replication","NCF","Acropora millepora","coral",NA,NA,-0.867665771914884,0.49523477039955,-2.54062567719579,0.0358155757082953,0.743958966577514,-3.42275402270636
"CUST_155_PI426266615",61,98,5774,"AY531316_135_169","AY531316_135_169","CUST_155_PI426266615","FALSE","","AY531316","AY531316.1","AY531316","","arginine kinase","arginine kinase","","metabolism-mixed","(revisit)","metabolism","NCF","Anthopleura elegantissima","anemone",NA,NA,-0.675481515650689,0.279245412073936,-2.53992898302106,0.0358537101139459,0.743958966577514,-3.42361893954609
"CUST_204_PI426246026",95,22,236,"222784011_EZ012669.1","222784011_EZ012669.1_21-365","CUST_204_PI426246026","FALSE","gi|222784011_EZ012669.1_21-365","EZ012669.1","EZ012669.1","EZ012669","atp synthase g chain","ATP synthase subunit g","ATP synthase subunit g","","ETC","ion transport","cellular respiration","NCF","Acropora millepora","coral",NA,NA,-0.890153377515756,4.39287623382455,-2.5347608943352,0.0361378896184034,0.743958966577514,-3.43003563837403
"CUST_363_PI426266615",74,155,3695,"Np_145_179","Np_145_179","CUST_363_PI426266615","FALSE","","Np","DN167139","Np","","Hephaestin (Heph)","Hephaestin (Heph)","","xenobiotic response","(revisit)","response to xenobiotic","SR","Acropora cervicornis","coral",NA,NA,0.754131218042797,0.840563299623422,2.53441746424965,0.0361568552359486,0.743958966577514,-3.43046208639432
"CUST_1036_PI426227498",86,95,1757,"222787573_EZ016045.1","222787573_EZ016045.1_123-872","CUST_1036_PI426227498","FALSE","gi|222787573_EZ016045.1_123-872","EZ016045.1","EZ016045.1","EZ016045","g protein beta 5 subunit","Guanine nucleotide-binding protein subunit beta-5 (GNB5)","Guanine nucleotide-binding protein subunit beta-5 (GNB5)","","signal transduction","(revisit)","signaling","MF","Acropora millepora","coral",NA,NA,-1.0574333334593,1.58684334055279,-2.53326603918356,0.0362205158357207,0.743958966577514,-3.43189188806626
"CUST_7_PI426264530",63,95,5529,"222784674_EZ013314.1","222784674_EZ013314.1_79-375","CUST_7_PI426264530","FALSE","gi|222784674_EZ013314.1_79-375","EZ013314.1","EZ013314.1","EZ013314","voltage-dependent l-type calcium","Voltage-dependent L-type calcium channel subunit alpha-1F (Cacna1f)","Voltage-dependent L-type calcium channel subunit alpha-1F (Cacna1f)","","ion channel_transport","ion transport","ion binding","MF","Acropora millepora","coral",NA,NA,-1.1174476534937,1.18166073715104,-2.53084119874002,0.0363549562132344,0.743958966577514,-3.43490317856697
"CUST_99_PI426266271",94,119,433,"222783832_EZ012492.1","222783832_EZ012492.1_426-560","CUST_99_PI426266271","FALSE","gi|222783832_EZ012492.1_426-560","EZ012492.1","EZ012492.1","EZ012492","RING finger protein 17","RING finger protein 17 (Rnf17)","RING finger protein 17 (Rnf17)","","protein ubiquitination","zinc ion binding_multicellular organismal development","regulation of transcription","NCF","Acropora millepora","coral",NA,NA,-0.536225778289891,0.201084666858709,-2.52706040393196,0.0365655918008431,0.743958966577514,-3.439598906392
"CUST_31_PI426266366",43,26,8762,"222785330_EZ013964.1","222785330_EZ013964.1_239-427","CUST_31_PI426266366","FALSE","gi|222785330_EZ013964.1_239-427","EZ013964.1","EZ013964.1","EZ013964","atp-dependent rna helicase abstrakt","ATP-dependent RNA helicase abstrakt (abs)","ATP-dependent RNA helicase DDX41","","RNA binding","apoptosis_multicellular organism development","translation","NCF","Acropora millepora","coral",NA,NA,-0.950769040946507,0.928342915855257,-2.52570064599216,0.0366416507869263,0.743958966577514,-3.44128787879277
"CUST_206_PI426266615",14,121,13552,"DQ309525_129_163","DQ309525_129_163","CUST_206_PI426266615","FALSE","","DQ309525","DQ309525.1","DQ309525","","Cd36/Scavenger receptor class B, member 1-like (SCARB1)","Cd36/Scavenger receptor class B, member 1-like (SCARB1)","","protein modification","(revisit)","protein modification","MF","Anthopleura elegantissima","anemone",NA,NA,-0.536225778289891,0.37878415770441,-2.52413672757163,0.0367293292774966,0.743958966577514,-3.44323054492696
"CUST_64_PI426232937",24,58,11862,"AJ884913.1","AJ884913.1","CUST_64_PI426232937","FALSE","emb|AJ884913.1|gi|87158432","AJ884913.1","AJ884913.1","AJ884913","","photosystem ii protein d1","chloroplast psbA gene","","photosynthesis","response to light","photosynthesis","ZOOX - photosynthesis","Symbiodinium sp.","zooxanthellae",NA,NA,1.45678075241403,3.20014847788413,2.52190720838941,0.0368546938275407,0.743958966577514,-3.44600019573648
"CUST_199_PI426232937",87,87,1597,"AY160084.1","AY160084.1","CUST_199_PI426232937","FALSE","gb|AY160084.1|gi|37719555","AY160084.1","AY160084.1","AY160084","","photosystem ii protein d1","psbA gene for photosystem II protein D1","","photosynthesis","response to light","photosynthesis","ZOOX - photosynthesis","Symbiodinium sp.","zooxanthellae",NA,NA,1.5194483264389,6.18653360395054,2.63556032322163,0.0309886915253475,0.733399032766558,-3.30515072238945
"CUST_54_PI426227498",78,95,3069,"222545271_EZ001461.1","222545271_EZ001461.1_776-1624","CUST_54_PI426227498","FALSE","gi|222545271_EZ001461.1_776-1624","EZ001461.1","EZ001461.1","EZ001461","rho gtpase-activating protein 26","Rho GTPase-activating protein 26 (ARHGAP26)","Rho GTPase-activating protein 26 (ARHGAP26)","","signal transduction","(revisit)","signaling","MF","Acropora millepora","coral",NA,NA,-0.629853711417062,0.236195141781398,-2.64030664634447,0.0307656587673691,0.732329380370093,-3.29928606750094
"CUST_84_PI426245467",85,145,1896,"222783148_EZ011817.1","222783148_EZ011817.1_692-922","CUST_84_PI426245467","FALSE","gi|222783148_EZ011817.1_692-922","EZ011817.1","EZ011817.1","EZ011817","calcyphosin-like protein","Calcyphosin-like protein (CAPSL)","Calcyphosin-like protein (CAPSL)","","signal transduction","calcium ion binding","signaling","MF","Acropora millepora","coral",NA,NA,-0.629853711417062,0.236195141781398,-2.64030664634447,0.0307656587673691,0.732329380370093,-3.29928606750094
"CUST_133_PI426266615",57,33,6544,"AJ884906_137_171","AJ884906_137_171","CUST_133_PI426266615","FALSE","","AJ884906","AJ884906.1","AJ884906","","chloroplast partial psbA gene for photosystem II protein D1","chloroplast partial psbA gene for photosystem II protein D1","","photosynthesis","response to light","photosynthesis","ZOOX - photosynthesis","Symbiodinium sp.","zooxanthellae",NA,NA,1.31649588562658,5.74989297478407,2.65073852185948,0.0302812392505147,0.729228907798945,-3.28640187392787
"CUST_106_PI426266274",76,160,3283,"222791975_EZ020363.1","222791975_EZ020363.1_235-663","CUST_106_PI426266274","FALSE","gi|222791975_EZ020363.1_235-663","EZ020363.1","EZ020363.1","EZ020363","glutathione peroxidase 1","Glutathione peroxidase 1 (GPX1","Glutathione peroxidase 1 (GPX1","","reactive O2 species metabolism","oxidoreductase","oxidative stress","SR","Acropora millepora","coral",NA,NA,0.873784632809492,0.907197308539707,2.66160702127318,0.0297848840893557,0.728649375016334,-3.27298688112885
"CUST_1446_PI426227498",78,127,3053,"222801892_EZ030280.1","222801892_EZ030280.1_509-2523","CUST_1446_PI426227498","FALSE","gi|222801892_EZ030280.1_509-2523","EZ030280.1","EZ030280.1","EZ030280","serine threonine-protein phosphatase 2a 65 kda regulatory subunit a alpha isoform","Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform (PPP2R1A","Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform (PPP2R1A","","signal transduction","(revisit)","signaling","MF","Acropora millepora","coral",NA,NA,1.13389530286138,2.23425549989436,2.65914529341126,0.0298965708201407,0.728649375016334,-3.27602462249498
"CUST_6_PI426245467",42,2,8938,"222785719_EZ014217.1","222785719_EZ014217.1_1146-1295","CUST_6_PI426245467","FALSE","gi|222785719_EZ014217.1_1146-1295","EZ014217.1","EZ014217.1","EZ014217","calcium-binding protein 39","Calcium-binding protein 39 (CAB39)","Calcium-binding protein 39 (CAB39)","","calcium binding","protein kinase activity","protein modification","NCF","Acropora millepora","coral",NA,NA,0.922555752427759,0.60609878457973,2.657354969012,0.0299780671319157,0.728649375016334,-3.27823414544247
"CUST_58_PI426232937",76,58,3334,"AJ884905.1","AJ884905.1","CUST_58_PI426232937","FALSE","emb|AJ884905.1|gi|87158416","AJ884905.1","AJ884905.1","AJ884905","","photosystem ii protein d1","chloroplast psbA gene","","photosynthesis","response to light","photosynthesis","ZOOX - photosynthesis","Symbiodinium sp.","zooxanthellae",NA,NA,1.36421249095594,5.52152958969481,2.65511766454501,0.0300802316058225,0.728649375016334,-3.28099564277961
"CUST_440_PI426227498",54,36,6953,"222781359_EZ010030.1","222781359_EZ010030.1_538-738","CUST_440_PI426227498","FALSE","gi|222781359_EZ010030.1_538-738","EZ010030.1","EZ010030.1","EZ010030","protein kinase n3","Serine/threonine-protein kinase N3","Serine/threonine-protein kinase N3","","signal transduction","(revisit)","signaling","MF","Acropora millepora","coral",NA,NA,1.38929049664316,0.800775842525766,2.76751203759711,0.0253657480716424,0.72739723384441,-3.1427730028013
"CUST_202_PI426266615",80,139,2719,"DQ309521_129_163","DQ309521_129_163","CUST_202_PI426266615","FALSE","","DQ309521","DQ309521.1","DQ309521","","glutamate carboxypeptidase-like protein mRNA","glutamate carboxypeptidase-like protein mRNA","","proteolysis","(revisit)","proteolysis","MF","Anthopleura elegantissima","anemone",NA,NA,-0.852269958038504,0.345541077969367,-2.76397826683225,0.0255016898512032,0.72739723384441,-3.14710181523538
"CUST_14_PI426245463",91,73,948,"222798880_EZ027268.1","222798880_EZ027268.1_1152-1319","CUST_14_PI426245463","FALSE","gi|222798880_EZ027268.1_1152-1319","EZ027268.1","EZ027268.1","EZ027268","bone morphogenetic protein type 1b","Bone morphogenetic protein receptor type-1B (Bmpr1b)","Bone morphogenetic protein receptor type-1B (Bmpr1b)","","calcification","calcium ion binding","proteolysis","MF","Acropora millepora","coral",NA,NA,0.801707246768818,0.484469668114926,2.75643935526906,0.0257942335769032,0.72739723384441,-3.15634081789509
"CUST_965_PI426227498",72,154,3942,"222785811_EZ014293.1","222785811_EZ014293.1_64-1033","CUST_965_PI426227498","FALSE","gi|222785811_EZ014293.1_64-1033","EZ014293.1","EZ014293.1","EZ014293","insulin-induced gene 2 protein","Insulin-induced gene 2 protein (INSIG2","Insulin-induced gene 2 protein (INSIG2","","signal transduction","(revisit)","signaling","MF","Acropora millepora","coral",NA,NA,1.60105214124711,1.8699392269456,2.74862404043952,0.0261011714022377,0.72739723384441,-3.16592417488673
"CUST_36_PI426227495",77,116,3141,"222784239_EZ012897.1","222784239_EZ012897.1_333-440","CUST_36_PI426227495","FALSE","gi|222784239_EZ012897.1_333-440","EZ012897.1","EZ012897.1","EZ012897","signal recognition particle 19 kda protein","Signal recognition particle 19 kDa protein (Srp19)","Signal recognition particle 19 kDa protein (Srp19)","","ribosomal","(revisit)","translation","NCF","Acropora millepora","coral",NA,NA,0.769225351940521,0.355709603647853,2.74761905365642,0.0261409144488073,0.72739723384441,-3.16715692841378
"CUST_274_PI426266615",13,118,13636,"MGID_12_297_331","MGID_12_297_331","CUST_274_PI426266615","FALSE","","MGID_12","DQ213995.1","MGID_12","","heme binding protein 2 (HEBP2)","heme binding protein 2 (HEBP2)","","reactive O2 species metabolism","(revisit)","oxidative stress","SR","Montastraea annularis","coral",NA,NA,-0.732905758429638,0.438189365343591,-2.73488939559964,0.0266497709747462,0.72739723384441,-3.18277957715856
"CUST_385_PI426266615",76,69,3410,"U27840_117_151","U27840_117_151","CUST_385_PI426266615","FALSE","","U27840","U27840.1","U27840","","copper/zinc superoxide dismutase (SOD1) gene","copper/zinc superoxide dismutase (SOD1) gene","","reactive O2 species metabolism","(revisit)","oxidative stress","SR","Alcyonium paessleri","octocoral",NA,NA,-1.09750305349369,0.885323485541222,-2.72716223732189,0.0269636413269198,0.72739723384441,-3.19226995283402
"CUST_10_PI426245463",95,116,189,"222795287_EZ023675.1","222795287_EZ023675.1_16-846","CUST_10_PI426245463","FALSE","gi|222795287_EZ023675.1_16-846","EZ023675.1","EZ023675.1","EZ023675","bone morphogenetic protein 7","Bone morphogenetic protein 7 (Bmp7)","Bone morphogenetic protein 7 (Bmp7)","","calcification","calcium ion binding","proteolysis","MF","Acropora millepora","coral",NA,NA,-0.928572167309217,0.440129288029266,-2.7216484491067,0.0271899398400276,0.72739723384441,-3.19904512811039
"CUST_172_PI426227893",64,48,5307,"222794733_EZ023121.1","222794733_EZ023121.1_49-975","CUST_172_PI426227893","FALSE","gi|222794733_EZ023121.1_49-975","EZ023121.1","EZ023121.1","EZ023121","ets domain-containing protein","Protein C-ets-1 (ETS1)","Protein C-ets-1 (ETS1)","","transcription regulation","(revisit)","transcription","NCF","Acropora millepora","coral",NA,NA,0.807280221305853,0.539845438662555,2.71542345471342,0.0274477870479128,0.72739723384441,-3.20669739618332
"CUST_224_PI426227498",46,16,8275,"222548726_EZ004639.1","222548726_EZ004639.1_45-185","CUST_224_PI426227498","FALSE","gi|222548726_EZ004639.1_45-185","EZ004639.1","EZ004639.1","EZ004639","gamma-aminobutyric acid type b receptor subunit 1-like","Gamma-aminobutyric acid type B receptor subunit 1 (GABBR1)","Gamma-aminobutyric acid type B receptor subunit 1 (GABBR1)","","signal transduction","(revisit)","signaling","MF","Acropora millepora","coral",NA,NA,0.708093055164937,0.383389464680089,2.71063165277314,0.0276479886120028,0.72739723384441,-3.21259014044924
"CUST_179_PI426264540",94,135,425,"222784599_EZ013245.1","222784599_EZ013245.1_384-1111","CUST_179_PI426264540","FALSE","gi|222784599_EZ013245.1_384-1111","EZ013245.1","EZ013245.1","EZ013245","zinc fyve domain containing 28","Zinc finger FYVE domain-containing protein 28 (ZFYVE28","Zinc finger FYVE domain-containing protein 28 (ZFYVE28","","cell adhesion","metal ion binding","cell motility","MF","Acropora millepora","coral",NA,NA,-1.00729387360434,0.55459854573583,-2.70305365899815,0.027967679346171,0.72739723384441,-3.22191319866493
"CUST_235_PI426232937",79,100,2821,"DQ174705.1","DQ174705.1","CUST_235_PI426232937","FALSE","gb|DQ174705.1|gi|86562520","DQ174705.1","DQ174705.1","DQ174705","","photosystem ii protein d1","psbA gene for photosystem II protein D1","","photosynthesis","response to light","photosynthesis","ZOOX - photosynthesis","Symbiodinium sp.","zooxanthellae",NA,NA,1.7190108393285,4.84812829202442,2.70129418912944,0.0280424497611586,0.72739723384441,-3.22407853017094
"CUST_21_PI426265159",65,79,5209,"222549613_EZ005526.1","222549613_EZ005526.1_96-233","CUST_21_PI426265159","FALSE","gi|222549613_EZ005526.1_96-233","EZ005526.1","EZ005526.1","EZ005526","thyroid peroxidase","Thyroid peroxidase (TPO","Thyroid peroxidase (TPO","","metabolism-mixed","(revisit)","metabolism","NCF","Acropora millepora","coral",NA,NA,-0.895177891849222,0.42147647500085,-2.70124871509826,0.028044384956923,0.72739723384441,-3.22413449724109
"CUST_42_PI426227498",90,118,1008,"222545032_EZ001222.1","222545032_EZ001222.1_32-199","CUST_42_PI426227498","FALSE","gi|222545032_EZ001222.1_32-199","EZ001222.1","EZ001222.1","EZ001222","rho gtpase-activating protein 15","Rho GTPase-activating protein 12 (ARHGAP12)","Rho GTPase-activating protein 12 (ARHGAP12)","","signal transduction","(revisit)","signaling","MF","Acropora millepora","coral",NA,NA,1.07339604645165,3.29157891596014,2.69669110420067,0.0282390394809876,0.72739723384441,-3.22974463780968
"CUST_144_PI426265159",72,22,4008,"222793640_EZ022028.1","222793640_EZ022028.1_831-983","CUST_144_PI426265159","FALSE","gi|222793640_EZ022028.1_831-983","EZ022028.1","EZ022028.1","EZ022028","2-oxoisovalerate dehydrogenase subunit mitochondrial","2-oxoisovalerate dehydrogenase subunit alpha","2-oxoisovalerate dehydrogenase subunit alpha","","metabolism-mixed","(revisit)","metabolism","MF","Acropora millepora","coral",NA,NA,1.20109733261761,0.905011946460156,2.69622390787711,0.028259071927433,0.72739723384441,-3.23031982494538
"CUST_129_PI426266615",67,101,4870,"AJ251054_257_291","AJ251054_257_291","CUST_129_PI426266615","FALSE","","AJ251054","AJ251054.1","AJ251054","","fructose-1,6-bisphosphatase 1 (FBP1)","fructose-1,6-bisphosphatase 1 (FBP1)","","metabolism-mixed","(revisit)","metabolism","NCF","Dendronephthya klunzingeri","octocoral",NA,NA,-0.833093055164937,0.456330157913392,-2.69278442250741,0.0284070020540132,0.72739723384441,-3.23455488696124
"CUST_11_PI426245467",85,54,1860,"222785719_EZ014217.1","222785719_EZ014217.1_32-1030","CUST_11_PI426245467","FALSE","gi|222785719_EZ014217.1_32-1030","EZ014217.1","EZ014217.1","EZ014217","calcium-binding protein 39","Calcium-binding protein 39 (CAB39)","Calcium-binding protein 39 (CAB39)","","calcium binding","protein kinase activity","protein modification","NCF","Acropora millepora","coral",NA,NA,-0.926610990073518,0.557248415559116,-2.69238502088988,0.0284242317443276,0.72739723384441,-3.23504673563822
"CUST_134_PI426232937",87,107,1587,"AY149142.1","AY149142.1","CUST_134_PI426232937","FALSE","gb|AY149142.1|gi|23986452","AY149142.1","AY149142.1","AY149142","","peridinin chlorophyll-a binding protein apoprotein precursor","peridinin chlorophyll-a binding protein apoprotein (pcp)","","photosynthesis","response to light","photosynthesis","ZOOX - photosynthesis","Symbiodinium sp.","zooxanthellae",NA,NA,-0.60555081109982,5.88204379950811,-2.68540467683272,0.0287271010337064,0.72739723384441,-3.24364486614997
"CUST_219_PI426227893",87,134,1492,"222802488_EZ030876.1","222802488_EZ030876.1_662-814","CUST_219_PI426227893","FALSE","gi|222802488_EZ030876.1_662-814","EZ030876.1","EZ030876.1","EZ030876","zinc finger protein dpf3-like","Zinc finger protein DPF3 (DPF3","Zinc finger protein DPF3 (DPF3","","transcription regulation","(revisit)","transcription","NCF","Acropora millepora","coral",NA,NA,-0.928729178843101,0.834126188892672,-2.68500223330778,0.0287446637127408,0.72739723384441,-3.24414070096007
"CUST_201_PI426232937",84,71,2097,"AY160084.1","AY160084.1","CUST_201_PI426232937","FALSE","gb|AY160084.1|gi|37719555","AY160084.1","AY160084.1","AY160084","","photosystem ii protein d1","psbA gene for photosystem II protein D1","","photosynthesis","response to light","photosynthesis","ZOOX - photosynthesis","Symbiodinium sp.","zooxanthellae",NA,NA,1.41889096978975,5.39429522201923,2.68493881996112,0.0287474320872209,0.72739723384441,-3.24421883122888
