"","Column","Row","RefNumber","Name.Append","Name","ID","ControlType","TopHit","Correct.Accession.number","Accession","Probe","blast2go.Seq.Description","NCBI.Accession.name","Gene","Gene.Code","Probe.Group","Modified.Probe.Group","Function","FC","Species.Detail","Species.Group","X","X.1","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"CUST_343_PI426227486",38,91,9631,"222785898_EZ014380.1","222785898_EZ014380.1_7-737","CUST_343_PI426227486","FALSE","gi|222785898_EZ014380.1_7-737","EZ014380.1","EZ014380.1","EZ014380","methyl- binding protein mbd2","Methyl-CpG-binding domain protein 2 (Mbd2","Methyl-CpG-binding domain protein 2 (Mbd2","","misc","(revisit)","misc (fix)","misc","Acropora millepora","coral",NA,NA,-0.4757699806579,1.22950376604088,-1.84162088586806,0.104332225526376,0.670006431887434,-4.45428733486645
"CUST_84_PI426232940",74,51,3747,"32454982_AY314974.1","32454982_AY314974.1_90-1133","CUST_84_PI426232940","FALSE","gi|32454982_AY314974.1_90-1133","AY314974.1","AY314974.1","AY314974","glyceraldehyde-3-phosphate dehydrogenase","Glyceraldehyde-3-Phosphate Dehydrogenase (GAPDH)","Glyceraldehyde-3-Phosphate Dehydrogenase (GAPDH)","","glycolysis","metabolism","regulation of apoptosis","MF","Symbiodinium muscatinei","zooxanthellae",NA,NA,-0.889165466918675,0.415111903060742,-1.84084627701386,0.104454620998478,0.670006431887434,-4.45529173073009
"CUST_132_PI426226915",78,11,3111,"222790272_EZ018660.1","222790272_EZ018660.1_47-520","CUST_132_PI426226915","FALSE","gi|222790272_EZ018660.1_47-520","EZ018660.1","EZ018660.1","EZ018660","gamma complex associated protein 3","Gamma-tubulin complex component 3 (TUBGCP3)","Gamma-tubulin complex component 3 (TUBGCP3)","","cytoskeletal","protein binding_cell cycle","cytoskeletal organization","MF","Acropora millepora","coral",NA,NA,0.721890992410601,0.595602978770333,1.84493791097104,0.103809650104273,0.669377330034873,-4.44998476712479
"CUST_42_PI426266274",88,16,1387,"222781550_EZ010221.1","222781550_EZ010221.1_1502-1609","CUST_42_PI426266274","FALSE","gi|222781550_EZ010221.1_1502-1609","EZ010221.1","EZ010221.1","EZ010221","isocitrate dehydrogenase","Isocitrate dehydrogenase","Isocitrate dehydrogenase","","reactive O2 species metabolism","(revisit)","oxidative stress","SR","Acropora millepora","coral",NA,NA,-0.664154811374771,0.555434693447328,-1.84457636886038,0.103866487172773,0.669377330034873,-4.450453851078
"CUST_15_PI426226915",83,155,2219,"AB441382.1","AB441382.1","CUST_15_PI426226915","FALSE","dbj|AB441382.1|gi|205345222","AB441382.1","AB441382.1","AB441382","beta tubulin","beta tubulin","beta tubulin","","cytoskeletal","cell motility_cytokinesis_signaling","cytoskeletal organization","MF","Siderastrea sp.","coral",NA,NA,-0.432171505729368,9.00653138772194,-1.84392923256062,0.103968295895986,0.669377330034873,-4.45129340585642
"CUST_5_PI426266366",79,141,2882,"222782973_EZ011643.1","222782973_EZ011643.1_57-401","CUST_5_PI426266366","FALSE","gi|222782973_EZ011643.1_57-401","EZ011643.1","EZ011643.1","EZ011643","atp-dependent rna helicase ddx54","ATP-dependent RNA helicase DDX54 (DDX54","ATP-dependent RNA helicase DDX54 (DDX54","","transcription machinery","suppression of transcription","regulation of transcription","NCF","Acropora millepora","coral",NA,NA,0.901703568482598,0.553703715664112,1.84352813469762,0.104031445172977,0.669377330034873,-4.45181371764562
"CUST_148_PI426265159",96,48,59,"222793640_EZ022028.1","222793640_EZ022028.1_93-719","CUST_148_PI426265159","FALSE","gi|222793640_EZ022028.1_93-719","EZ022028.1","EZ022028.1","EZ022028","2-oxoisovalerate dehydrogenase subunit mitochondrial","2-oxoisovalerate dehydrogenase subunit alpha","2-oxoisovalerate dehydrogenase subunit alpha","","metabolism-mixed","(revisit)","metabolism","MF","Acropora millepora","coral",NA,NA,-1.07457345044247,0.95225525445655,-1.8481225688602,0.103310279328444,0.668917814897062,-4.4458515415277
"CUST_164_PI426227498",77,3,3279,"222546574_EZ002764.1","222546574_EZ002764.1_330-602","CUST_164_PI426227498","FALSE","gi|222546574_EZ002764.1_330-602","EZ002764.1","EZ002764.1","EZ002764","serine threonine-protein kinase nek10-like","Serine/threonine-protein kinase Nek10","Serine/threonine-protein kinase Nek10","","signal transduction","(revisit)","signaling","MF","Acropora millepora","coral",NA,NA,-0.66034694596308,0.593544056508449,-1.85006504070976,0.103006816648449,0.668003261351676,-4.44332936816902
"CUST_112_PI426264540",74,28,3677,"222802716_EZ031104.1","222802716_EZ031104.1_887-1450","CUST_112_PI426264540","FALSE","gi|222802716_EZ031104.1_887-1450","EZ031104.1","EZ031104.1","EZ031104","phosphatidylinositol- -trisphosphate 3-phosphatase and dual-specificity protein phosphatase pten","Phosphatidylinositol-3,4,5-trisphosphate 3-phosphatase PTEN (PTEN)","Phosphatidylinositol-3,4,5-trisphosphate 3-phosphatase PTEN (PTEN)","","lipid metabolism","suppresses cell proliferation & migration","immune response","MF","Acropora millepora","coral",NA,NA,-0.787239349550059,0.42328861560256,-1.85372713681435,0.102437019639675,0.667298245414007,-4.43857206832837
"CUST_402_PI426227486",85,117,1910,"222791926_EZ020314.1","222791926_EZ020314.1_98-730","CUST_402_PI426227486","FALSE","gi|222791926_EZ020314.1_98-730","EZ020314.1","EZ020314.1","EZ020314","acid phosphatase tartrate resistant","Tartrate-resistant acid phosphatase type 5 (ACP5)","Tartrate-resistant acid phosphatase type 5 (ACP5)","","misc","(revisit)","misc (fix)","misc","Acropora millepora","coral",NA,NA,-0.773972645799335,0.38215446746306,-1.85276741891916,0.10258605331481,0.667298245414007,-4.43981909449746
"CUST_200_PI426227498",84,42,2030,"222547239_EZ003152.1","222547239_EZ003152.1_2-255","CUST_200_PI426227498","FALSE","gi|222547239_EZ003152.1_2-255","EZ003152.1","EZ003152.1","EZ003152","g protein coupled receptor 98-like protein","G-protein coupled receptor 98 (gpr98)","G-protein coupled receptor 98 (gpr98)","","signal transduction","(revisit)","signaling","MF","Acropora millepora","coral",NA,NA,0.596356468814358,0.830960023787786,1.85180279107275,0.102736058181758,0.667298245414007,-4.44107229280948
"CUST_396_PI426227486",72,153,4024,"222790735_EZ019123.1","222790735_EZ019123.1_2-378","CUST_396_PI426227486","FALSE","gi|222790735_EZ019123.1_2-378","EZ019123.1","EZ019123.1","EZ019123","carboxypeptidase d","Carboxypeptidase D (CPD)","Carboxypeptidase D (CPD)","","misc","(revisit)","misc (fix)","misc","Acropora millepora","coral",NA,NA,0.736874702879604,0.611490630807557,1.85716960557947,0.101904142217901,0.66577924812601,-4.4340973471421
"CUST_763_PI426227498",94,147,419,"222784389_EZ013047.1","222784389_EZ013047.1_302-1279","CUST_763_PI426227498","FALSE","gi|222784389_EZ013047.1_302-1279","EZ013047.1","EZ013047.1","EZ013047","rho guanine nucleotide exchange factor 7","Rho guanine nucleotide exchange factor 7 (Arhgef7)","Rho guanine nucleotide exchange factor 7 (Arhgef7)","","signal transduction","(revisit)","signaling","MF","Acropora millepora","coral",NA,NA,-0.811612787080107,0.467159223347384,-1.85643799446394,0.102017169880406,0.66577924812601,-4.43504855838657
"CUST_39_PI426232931",80,8,2703,"300807382_HM156698.1","300807382_HM156698.1_751-939","CUST_39_PI426232931","FALSE","gi|300807382_HM156698.1_751-939","HM156698.1","HM156698.1","HM156698","l-ascorbate peroxidase","ascorbate peroxidase mRNA, complete cds","ascorbate peroxidase mRNA, complete cds","","misc","(revisit)","misc (fix)","misc","Acropora millepora","coral",NA,NA,0.943933420452721,2.38620728945173,1.86154810041721,0.101230200613096,0.663763251557234,-4.42840212985678
"CUST_229_PI426266615",88,1,1476,"DT608217_233_270","DT608217_233_270","CUST_229_PI426266615","FALSE","","DT608217","DT608217.1","DT608217","","cathepsin B (CTSB)","cathepsin B (CTSB)","","apoptosis","(revisit)","regulation of apoptosis","MF","Hydra magnipapillata","hydrozoa",NA,NA,-0.883972611980409,0.539829628403343,-1.8614924459567,0.10123874018622,0.663763251557234,-4.42847454752142
"CUST_127_PI426266349",79,109,2898,"222785618_EZ014130.1","222785618_EZ014130.1_70-384","CUST_127_PI426266349","FALSE","gi|222785618_EZ014130.1_70-384","EZ014130.1","EZ014130.1","EZ014130","ubiquitin carboxyl-terminal hydrolase isozyme l5","Ubiquitin carboxyl-terminal hydrolase isozyme L5 (Uchl5)","Ubiquitin carboxyl-terminal hydrolase isozyme L5 (Uchl5)","","protein deubiquitination","DNA repair","regulation of transcription","NCF","Acropora millepora","coral",NA,NA,0.94134423557059,0.576018735019944,1.86053415521532,0.101385887622511,0.663763251557234,-4.42972136995364
"CUST_7_PI426266366",86,56,1695,"222784189_EZ012847.1","222784189_EZ012847.1_251-412","CUST_7_PI426266366","FALSE","gi|222784189_EZ012847.1_251-412","EZ012847.1","EZ012847.1","EZ012847","eukaryotic translation elongation factor 1 epsilon 1","Eukaryotic translation elongation factor1 epsilon-1 (Eef1e1)","Eukaryotic translation elongation factor1 epsilon-1 (Eef1e1)","","translation","DNA damage response_protein biosynthesis","regulation of apoptosis","MF","Acropora millepora","coral",NA,NA,-1.25093407953991,1.22610035122513,-1.8651495149773,0.10067906535549,0.66295914227892,-4.42371451997348
"CUST_189_PI426232940",23,35,12119,"288950271_GQ501342.1","288950271_GQ501342.1_22-492","CUST_189_PI426232940","FALSE","gi|288950271_GQ501342.1_22-492","GQ501342.1","GQ501342.1","GQ501342","cytochrome c oxidase subunit I (cox1)","cytochrome c oxidase subunit I (cox1)","cytochrome c oxidase subunit I (MT-CO1)","","ETC","respiration","cellular respiration","NCF","Symbiodinium sp.","zooxanthellae",NA,NA,-0.432848237625192,5.65070913976967,-1.86454574732795,0.100771260976573,0.66295914227892,-4.42450058342726
"CUST_130_PI426227486",59,160,6071,"222781892_EZ010563.1","222781892_EZ010563.1_159-708","CUST_130_PI426227486","FALSE","gi|222781892_EZ010563.1_159-708","EZ010563.1","EZ010563.1","EZ010563","polyadenylate-binding protein 2","Polyadenylate-binding protein 2-B (pabpn1-B","Polyadenylate-binding protein 2-B (pabpn1-B","","misc","(revisit)","misc (fix)","misc","Acropora millepora","coral",NA,NA,0.647207907319394,0.485030643292706,1.86448793606416,0.100780093022488,0.66295914227892,-4.42457584549245
"CUST_101_PI426266615",83,35,2279,"AF005356_1785_1819","AF005356_1785_1819","CUST_101_PI426266615","FALSE","","AF005356","AF005356.1","AF005356","","integrin subunit beta Cn1","integrin subunit beta Cn1","","cell signaling","(revisit)","cellular signaling","NCF","Acropora millepora","coral",NA,NA,0.852631766318803,0.577454437238846,1.8691194153072,0.100074867219921,0.662214330895043,-4.41854400972793
"CUST_1425_PI426227498",75,89,3564,"222801589_EZ029977.1","222801589_EZ029977.1_4-485","CUST_1425_PI426227498","FALSE","gi|222801589_EZ029977.1_4-485","EZ029977.1","EZ029977.1","EZ029977","mitogen-activated protein kinase kinase kinase 1","Mitogen-activated protein kinase kinase kinase 1 (Map3k1)","Mitogen-activated protein kinase kinase kinase 1 (Map3k1)","","signal transduction","(revisit)","signaling","MF","Acropora millepora","coral",NA,NA,-0.693050575852376,0.575101988997307,-1.86839775733915,0.100184441026618,0.662214330895043,-4.41948417191337
"CUST_18_PI426244597",77,96,3151,"222784716_EZ013354.1","222784716_EZ013354.1_1649-1765","CUST_18_PI426244597","FALSE","gi|222784716_EZ013354.1_1649-1765","EZ013354.1","EZ013354.1","EZ013354","transport protein sec61 subunit alpha 2","Protein transport protein Sec61 subunit alpha isoform 2 (Sec61a2)","Protein transport protein Sec61 subunit alpha isoform 2 (Sec61a2)","","protein transport","autophagy_phagocytosis","protein transport","NCF","Acropora millepora","coral",NA,NA,-0.756479492975099,0.296649731718126,-1.87205049152256,0.0996310022504594,0.660677080945881,-4.4147243029568
"CUST_291_PI426266615",93,19,647,"MGID_22_113_147","MGID_22_113_147","CUST_291_PI426266615","FALSE","","MGID_22","EZ015988","MGID_22","","Serine/threonine-protein kinase RIO3 (RIOK3)","Serine/threonine-protein kinase RIO3 (RIOK3)","","protein modification","(revisit)","protein modification","MF","Acropora millepora","coral",NA,NA,-1.05700328355384,2.10861748009158,-1.87383365003091,0.0993618944200904,0.660394838758538,-4.41239962957837
"CUST_111_PI426226915",90,22,1056,"222782617_EZ011288.1","222782617_EZ011288.1_4-423","CUST_111_PI426226915","FALSE","gi|222782617_EZ011288.1_4-423","EZ011288.1","EZ011288.1","EZ011288","svil protein","Supervillin (Svil)","Supervillin (Svil)","","cytoskeletal","cell migration","cytoskeletal organization","NCF","Acropora millepora","coral",NA,NA,0.739486520015309,0.543384985486326,1.8733947172233,0.0994280718869095,0.660394838758538,-4.41297192212813
"CUST_6_PI426245463",83,138,2146,"209867521_EU785982.1","209867521_EU785982.1_1-1134","CUST_6_PI426245463","FALSE","gi|209867521_EU785982.1_1-1134","EU785982.1","EU785982.1","EU785982","bone morphogenetic protein 2","bone morphogenetic protein","bone morphogenetic protein","","calcification","calcium ion binding","proteolysis","MF","Acropora sp.","coral",NA,NA,-0.66034694596308,0.247630104736155,-1.87745223786375,0.0988179295082335,0.658466397596934,-4.40768004630153
"CUST_187_PI426264540",76,95,3397,"222788032_EZ016504.1","222788032_EZ016504.1_109-943","CUST_187_PI426264540","FALSE","gi|222788032_EZ016504.1_109-943","EZ016504.1","EZ016504.1","EZ016504","arachidonate 5-lipoxygenase","Allene oxide synthase-lipoxygenase","Allene oxide synthase-lipoxygenase","","lipid metabolism","metal ion binding","metabolism","NCF","Acropora millepora","coral",NA,NA,-0.66515849668891,0.249434436258341,-1.87860042824284,0.0986459249350316,0.658385605968331,-4.4061819231795
"CUST_865_PI426227498",94,161,412,"222785152_EZ013786.1","222785152_EZ013786.1_95-208","CUST_865_PI426227498","FALSE","gi|222785152_EZ013786.1_95-208","EZ013786.1","EZ013786.1","EZ013786","nemo like kinase","Serine/threonine kinase NLK (NLK","Serine/threonine kinase NLK (NLK","","signal transduction","(revisit)","signaling","MF","Acropora millepora","coral",NA,NA,-0.797189620751531,0.364640959552749,-1.8824137543884,0.0980767274883646,0.658065202196175,-4.40120441007724
"CUST_81_PI426246026",94,66,378,"205321387_AB441331.1","205321387_AB441331.1_19-267","CUST_81_PI426246026","FALSE","gi|205321387_AB441331.1_19-267","AB441331.1","AB441331.1","AB441331","cytochrome b","cytochrome b","cytochrome b","","ETC","cell respiration","cellular respiration","NCF","Acropora palmata","coral",NA,NA,0.667930327824252,5.72902455280084,1.88147972273321,0.0982158540659566,0.658065202196175,-4.40242388033523
"CUST_73_PI426226868",54,124,6909,"222783606_EZ012269.1","222783606_EZ012269.1_26-1591","CUST_73_PI426226868","FALSE","gi|222783606_EZ012269.1_26-1591","EZ012269.1","EZ012269.1","EZ012269","cdk5 regulatory subunit associated protein 3","CDK5 regulatory subunit-associated protein 3 (CDK5RAP3)","CDK5 regulatory subunit-associated protein 3 (CDK5RAP3)","","cell cycle regulation","cell proliferation","protein modification","MF","Acropora millepora","coral",NA,NA,0.814156076724327,0.645694755082906,1.8806967588408,0.0983326245118343,0.658065202196175,-4.40344597499892
"CUST_11_PI426226903",94,41,472,"222780613_EZ009284.1","222780613_EZ009284.1_154-1074","CUST_11_PI426226903","FALSE","gi|222780613_EZ009284.1_154-1074","EZ009284.1","EZ009284.1","EZ009284","peptidylprolyl isomerase d","40 kDa peptidyl-prolyl cis-trans isomerase (Ppid)","40 kDa peptidyl-prolyl cis-trans isomerase (Ppid)","","chaperone_protein binding","protein modification","molecular chaperone","MF","Acropora millepora","coral",NA,NA,-0.740579070188948,0.604448816312555,-1.87999018371433,0.0984381166956882,0.658065202196175,-4.40436823926943
"CUST_146_PI426266615",80,30,2692,"AY181557_121_155","AY181557_121_155","CUST_146_PI426266615","FALSE","","AY181557","AY181557.1","AY181557","","green fluorescent protein","green fluorescent protein","","bioluminescence","bioluminescence","bioluminescence","NCF","Montastraea cavernosa","coral",NA,NA,0.851239863073562,0.579378128470434,1.88447556479873,0.0977702841348578,0.657872598149256,-4.39851186402592
"CUST_593_PI426227498",48,107,7983,"222782876_EZ011547.1","222782876_EZ011547.1_390-632","CUST_593_PI426227498","FALSE","gi|222782876_EZ011547.1_390-632","EZ011547.1","EZ011547.1","EZ011547","ras- estrogen- growth inhibitor","Ras-related and estrogen-regulated growth inhibitor (Rerg)","Ras-related and estrogen-regulated growth inhibitor (Rerg)","","signal transduction","(revisit)","signaling","MF","Acropora millepora","coral",NA,NA,1.57208857524064,1.00028250076591,1.8858549149074,0.0975657868047003,0.657571047564248,-4.39671005442628
"CUST_322_PI426227486",30,129,10924,"222785584_EZ014096.1","222785584_EZ014096.1_58-1215","CUST_322_PI426227486","FALSE","gi|222785584_EZ014096.1_58-1215","EZ014096.1","EZ014096.1","EZ014096","allantoicase","Allantoicase (allc)","Allantoicase (allc)","","misc","(revisit)","misc (fix)","misc","Acropora millepora","coral",NA,NA,0.727899123202901,0.82637660082057,1.89178116850423,0.0966918443166456,0.653695602181494,-4.38896423209781
"CUST_78_PI426265159",41,55,9157,"222784423_EZ013079.1","222784423_EZ013079.1_446-664","CUST_78_PI426265159","FALSE","gi|222784423_EZ013079.1_446-664","EZ013079.1","EZ013079.1","EZ013079","dehydrogenase reductase sdr family member 4","Dehydrogenase/reductase SDR family member 4 (DHRS4)","Dehydrogenase/reductase SDR family member 4 (DHRS4)","","metabolism-mixed","(revisit)","metabolism","MF","Acropora millepora","coral",NA,NA,-0.721945991519896,0.477944373409588,-1.8908270775537,0.096832034320231,0.653695602181494,-4.39021175450334
"CUST_6_PI426266363",96,55,137,"222779537_EZ008208.1","222779537_EZ008208.1_10-999","CUST_6_PI426266363","FALSE","gi|222779537_EZ008208.1_10-999","EZ008208.1","EZ008208.1","EZ008208","u1 small nuclear ribonucleoprotein 70 kda","U1 small nuclear ribonucleoprotein 70 kDa (snrp70)","U1 small nuclear ribonucleoprotein 70 kDa (snrp70)","","splicing","mRNA processing_gene expressiong","nucleic acid modification","NCF","Acropora millepora","coral",NA,NA,-0.716766567306528,0.703237961443025,-1.90227224043776,0.0951631370205957,0.646206246411812,-4.37523431626928
"CUST_39_PI426232940",74,76,3653,"31505722_AY289697.1","31505722_AY289697.1_88-912","CUST_39_PI426232940","FALSE","gi|31505722_AY289697.1_88-912","AY289697.1","AY289697.1","AY289697","cytochrome oxidase subunit I (cox1)","cytochrome oxidase subunit I (cox1)","cytochrome oxidase subunit I (cox1); MT-CO1","","cell respiration","ETC","cellular respiration","NCF","Symbiodinium sp.","zooxanthellae",NA,NA,-0.430079676014757,6.92763326043249,-1.90093496134074,0.0953566988070586,0.646206246411812,-4.37698569083828
"CUST_129_PI426226915",56,24,6631,"222788542_EZ017014.1","222788542_EZ017014.1_50-205","CUST_129_PI426226915","FALSE","gi|222788542_EZ017014.1_50-205","EZ017014.1","EZ017014.1","EZ017014","catenin (cadherin-associated protein) delta 2 (neural plakophilin-related arm-repeat protein)","catenin (cadherin-associated protein), delta 2 (neural plakophilin-related arm-repeat protein) (CTNND2)","Catenin delta-2 (Ctnnd2)","","cell adhesion","multicellular organismal development","signaling","MF","Acropora millepora","coral",NA,NA,-0.528198900042291,0.536768670914974,-1.90057551863808,0.0954087901453088,0.646206246411812,-4.37745637519132
"CUST_258_PI426266615",79,121,2892,"Hsp90(1)8_133_168","Hsp90(1)8_133_168","CUST_258_PI426266615","FALSE","","Hsp90(1)","JK822214.1","Hsp90(1)","","Charged multivesicular body protein 2a (chmp2a)","Charged multivesicular body protein 2a (chmp2a)","","protein transport","(revisit)","protein transport","NCF","Montastraea cavernosa","coral",NA,NA,0.671260273323005,0.535349932732095,1.90694810882899,0.0944893044780071,0.644397021351189,-4.36910771093677
"CUST_1115_PI426227498",79,147,2879,"222790385_EZ018773.1","222790385_EZ018773.1_190-696","CUST_1115_PI426227498","FALSE","gi|222790385_EZ018773.1_190-696","EZ018773.1","EZ018773.1","EZ018773","rho-associated protein kinase 2","Rho-associated protein kinase 2 (ROCK2)","Rho-associated protein kinase 2 (ROCK2)","","signal transduction","(revisit)","signaling","MF","Acropora millepora","coral",NA,NA,0.627099579397971,0.421457929454749,1.90596954820465,0.0946299424815688,0.644397021351189,-4.37039024301752
"CUST_66_PI426265159",95,133,262,"222783804_EZ012464.1","222783804_EZ012464.1_66-767","CUST_66_PI426265159","FALSE","gi|222783804_EZ012464.1_66-767","EZ012464.1","EZ012464.1","EZ012464","3-hydroxyisobutyrate dehydrogenase","3-hydroxyisobutyrate dehydrogenase","3-hydroxyisobutyrate dehydrogenase","","metabolism-mixed","(revisit)","metabolism","MF","Acropora millepora","coral",NA,NA,-0.789494265694368,0.4826198497424,-1.90567566120313,0.0946722190183267,0.644397021351189,-4.37077538308189
"CUST_946_PI426227498",69,104,4459,"222785786_EZ014268.1","222785786_EZ014268.1_130-405","CUST_946_PI426227498","FALSE","gi|222785786_EZ014268.1_130-405","EZ014268.1","EZ014268.1","EZ014268","tnf receptor-associated factor 6","TNF receptor-associated factor 6 (TRAF6)","TNF receptor-associated factor 6 (TRAF6)","","signal transduction","(revisit)","signaling","MF","Acropora millepora","coral",NA,NA,-0.533585692414998,0.357704211714859,-1.90964711227075,0.0941024475024193,0.643710762151101,-4.36556932279157
"CUST_127_PI426266615",78,149,3042,"AJ251054_257_291","AJ251054_257_291","CUST_127_PI426266615","FALSE","","AJ251054","AJ251054.1","AJ251054","","fructose-1,6-bisphosphatase 1 (FBP1)","fructose-1,6-bisphosphatase 1 (FBP1)","","metabolism-mixed","(revisit)","metabolism","NCF","Dendronephthya klunzingeri","octocoral",NA,NA,0.884233652862493,0.426754829583598,1.91155500081783,0.0938299039397796,0.642914383401019,-4.36306721156089
"CUST_1106_PI426227498",93,37,638,"222790385_EZ018773.1","222790385_EZ018773.1_1314-2633","CUST_1106_PI426227498","FALSE","gi|222790385_EZ018773.1_1314-2633","EZ018773.1","EZ018773.1","EZ018773","rho-associated protein kinase 2","Rho-associated protein kinase 2 (ROCK2)","Rho-associated protein kinase 2 (ROCK2)","","signal transduction","(revisit)","signaling","MF","Acropora millepora","coral",NA,NA,-0.834093821023176,0.39446003584993,-1.91518271272897,0.093313777449282,0.640443559226906,-4.35830764531579
"CUST_17_PI426266615",88,27,1463,"AB117374_173_207","AB117374_173_207","CUST_17_PI426266615","FALSE","","AB117374","AB117374.1","AB117374","","Mitochondrial  Cytochrome b (Cytb)","Mitochondrial  Cytochrome b (Cytb)","","respiration","(revisit)","cellular respiration","NCF","Montastraea cavernosa","coral",NA,NA,-0.834093821023176,0.39446003584993,-1.91518271272897,0.093313777449282,0.640443559226906,-4.35830764531579
"CUST_278_PI426266615",55,96,6759,"MGID_135_142_176","MGID_135_142_176","CUST_278_PI426266615","FALSE","","MGID_135","EZ011865.1","MGID_135","","Heat shock protein HSP 90-alpha 1 (HSP90AA1)","Heat shock protein HSP 90-alpha 1 (HSP90AA1)","","protein modification","(revisit)","molecular chaperone","MF","Acropora millepora","coral",NA,NA,-0.632873884527605,5.23087455376592,-1.91869410767001,0.0928168053621697,0.639622574027498,-4.35369822823709
"CUST_23_PI426232931",71,144,4111,"197091189_EU924267.1","197091189_EU924267.1_1-1167","CUST_23_PI426232931","FALSE","gi|197091189_EU924267.1_1-1167","EU924267.1","EU924267.1","EU924267","phosphoglycolate phosphatase","phosphoglycolate phosphatase (PGPase) mRNA, complete cds","phosphoglycolate phosphatase (PGPase) mRNA, complete cds","","misc","(revisit)","misc (fix)","misc","Symbiodinium sp. clade C","zooxanthellae",NA,NA,0.803032596953656,0.631587082210349,1.91822174087136,0.092883511235659,0.639622574027498,-4.35431844545928
"CUST_352_PI426266615",86,152,1647,"MGID_902_141_175","MGID_902_141_175","CUST_352_PI426266615","FALSE","","MGID_902","EZ011894.1","MGID_902","","40S ribosomal protein S23 (rps23); UV inducible ribosomal protein","40S ribosomal protein S23 (rps23); UV inducible ribosomal protein","","ribosomal","(revisit)","translation","NCF","Acropora millepora","coral",NA,NA,-0.473655237742852,10.1062307235273,-1.93243142316254,0.090896956204914,0.636942459009121,-4.33564233218052
"CUST_3_PI426247733",64,53,5386,"222781649_EZ010320.1","222781649_EZ010320.1_492-611","CUST_3_PI426247733","FALSE","gi|222781649_EZ010320.1_492-611","EZ010320.1","EZ010320.1","EZ010320","homeobox d4","Homeobox protein Hox-D4 (HOXD4","Homeobox protein Hox-D4 (HOXD4","","homeobox","DNA binding","regulation of transcription","NCF","Acropora millepora","coral",NA,NA,-1.20390845816063,1.77893815147742,-1.92823042023262,0.0914799604246831,0.636942459009121,-4.34116783061064
"CUST_4_PI426247723",74,147,3699,"EZ029226.1","EZ029226.1","CUST_4_PI426247723","FALSE","gb|EZ029226.1|gi|222800838","EZ029226.1","EZ029226.1","EZ029226","glycogen synthase kinase 3 beta","Glycogen synthase kinase-3 beta (GSK3B)","Glycogen synthase kinase-3 beta (GSK3B)","","glycogen metabolism","(revisit)","metabolism","NCF","Acropora millepora","coral",NA,NA,-1.15921917904214,1.31188877504332,-1.9275969241362,0.0915681879067492,0.636942459009121,-4.34200076484915
"CUST_135_PI426266271",78,163,3035,"222785034_EZ013668.1","222785034_EZ013668.1_890-997","CUST_135_PI426266271","FALSE","gi|222785034_EZ013668.1_890-997","EZ013668.1","EZ013668.1","EZ013668","RING finger protein 11","RING finger protein 11 (Rnf11)","RING finger protein 11 (Rnf11)","","protein ubiquitination","zinc ion binding_inflammation","signaling","MF","Acropora millepora","coral",NA,NA,-0.641292463278379,0.46047325853899,-1.92626525532157,0.0917539182053767,0.636942459009121,-4.34375142172521
"CUST_141_PI426266349",54,155,6975,"222785892_EZ014374.1","222785892_EZ014374.1_450-608","CUST_141_PI426266349","FALSE","gi|222785892_EZ014374.1_450-608","EZ014374.1","EZ014374.1","EZ014374","ubiquitin-conjugating enzyme e2 a","Ubiquitin-conjugating enzyme E2 A (Ube2a)","Ubiquitin-conjugating enzyme E2 A (Ube2a)","","protein ubiquitination","protein binding_immune response","protein modification","MF","Acropora millepora","coral",NA,NA,-0.644774615893764,0.241790480960161,-1.92440139776211,0.0920144842815865,0.636942459009121,-4.3462011417499
"CUST_13_PI426232934",83,1,2296,"62767032_AY916504.1","62767032_AY916504.1_689-829","CUST_13_PI426232934","FALSE","gi|62767032_AY916504.1_689-829","AY916504.1","AY916504.1","AY916504","","superoxide dismutase","superoxide dismutase","","reactive O2 species metabolism","(revisit)","oxidative stress","SR","Symbiodinium sp.","zooxanthellae",NA,NA,-0.644774615893764,0.241790480960161,-1.92440139776211,0.0920144842815866,0.636942459009121,-4.34620114174991
"CUST_195_PI426265159",45,152,8371,"222801996_EZ030384.1","222801996_EZ030384.1_1920-2060","CUST_195_PI426265159","FALSE","gi|222801996_EZ030384.1_1920-2060","EZ030384.1","EZ030384.1","EZ030384","glucose-6-phosphate dehydrogenase","Glucose-6-phosphate 1-dehydrogenase (g6pd)","Glucose-6-phosphate 1-dehydrogenase (g6pd)","","reactive O2 species metabolism","(revisit)","oxidative stress","SR","Acropora millepora","coral",NA,NA,-0.644774615893764,0.241790480960161,-1.92440139776211,0.0920144842815866,0.636942459009121,-4.34620114174991
"CUST_9_PI426266317",67,96,4791,"222780620_EZ009291.1","222780620_EZ009291.1_295-426","CUST_9_PI426266317","FALSE","gi|222780620_EZ009291.1_295-426","EZ009291.1","EZ009291.1","EZ009291","mitochondrial import inner membrane translocase subunit tim13","Mitochondrial import inner membrane translocase subunit Tim13 (timm13)","Mitochondrial import inner membrane translocase subunit Tim13 (timm13)","","protein transport","zinc ion binding_protein transport","molecular chaperone","MF","Acropora millepora","coral",NA,NA,0.761573067513351,0.39626952044335,1.92401592312485,0.0920684623876162,0.636942459009121,-4.34670769859948
