"","Transcript.family","p.diff.expr","PostFC","RealFC","annotation","sequence.name","unique.ID","ortholog","homology.score","homolog","family.orthology","family.homology","additional.information"
"5825","tr73983",0.972140141992076,2.24996385419474,2.26701729787061,NA,"salinity.id21128.tr73983","id21128","",NA,"","","","1_of_1_in_tr73983 len=608 id=21128 tr=73983"
"5826","tr74131",0.974146170845801,2.89417249345057,3.03420749140977,NA,"salinity.id41484.tr74131","id41484","",NA,"","","","1_of_1_in_tr74131 len=312 id=41484 tr=74131"
"5827","tr7414",0.998711221541381,4.58372528784068,5.14273083770518,NA,"salinity.id11272.tr7414","id11272","",NA,"","","","1_of_1_in_tr7414 len=300 id=11272 tr=7414"
"5828","tr74154",0.999097694417147,0.287321030671611,0.275179122226591,NA,"salinity.id19238.tr74154","id19238","",NA,"","","","1_of_1_in_tr74154 len=332 id=19238 tr=74154"
"5829","tr74187",0.998966491759934,5.11139864977791,5.93569158404755,NA,"salinity.id2994.tr74187","id2994","",NA,"","","","1_of_1_in_tr74187 len=215 id=2994 tr=74187"
"5830","tr74223",0.99999016233852,0.221801457342205,0.211184378319223,NA,"salinity.id14594.tr74223","id14594","",NA,"","","","1_of_1_in_tr74223 len=263 id=14594 tr=74223"
"5831","tr74265",0.996540374848427,0.340228275008029,0.330956896084468,NA,"salinity.id11866.tr74265","id11866","",NA,"","","","1_of_1_in_tr74265 len=211 id=11866 tr=74265"
"5832","tr74273",0.999967320098418,6.82069999089949,8.18187386024687,NA,"salinity.id10876.tr74273","id10876","",NA,"","","","1_of_1_in_tr74273 len=222 id=10876 tr=74273"
"5833","tr74313",0.998625687649559,0.315371579927205,0.30565373568414,NA,"salinity.id4009.tr74313","id4009","",NA,"","","","1_of_1_in_tr74313 len=275 id=4009 tr=74313"
"5834","tr74357",0.999999999897945,40.4169324954628,5737.68522305845,NA,"salinity.id1907.tr74357","id1907","",NA,"","","","1_of_1_in_tr74357 len=247 id=1907 tr=74357"
"5835","tr74392",0.999999928938741,19.3758222707689,44.9520980197073,NA,"salinity.id3132.tr74392","id3132","",NA,"","","","1_of_1_in_tr74392 len=334 id=3132 tr=74392"
"5836","tr74394",0.999999999186456,4.74094918565926,4.77320152020339,NA,"salinity.id12588.tr74394","id12588","",5,"extracted_CDS gene=isogroup09186 length=622 numContigs=1","","","1_of_1_in_tr74394 len=1112 id=12588 tr=74394"
"5837","tr74439",0.999874886343307,4.56887621068381,4.92688590486288,NA,"salinity.id34506.tr74439","id34506","",45,"extracted_CDS GOMatch=C3Y4H7 GOTerms=GO:0004197,GO:0006508,GO:0006915,GO:0007165,GO:0008233,GO:0008234,GO:0009058,GO:0016787,GO:0042981 Gene=OTU_domain-containing_protein_DDB_G0284757_ Match_Acc=Q54P70 gene=isogroup00008 length=1249 numContigs=4","","","1_of_1_in_tr74439 len=244 id=34506 tr=74439"
"5838","tr74471",0.995556663121422,3.54182523683412,3.77981915607932,NA,"salinity.id22846.tr74471","id22846","",NA,"","","","1_of_1_in_tr74471 len=209 id=22846 tr=74471"
"5839","tr7448",0.999718819626452,3.95928218669175,4.17806008385104,NA,"salinity.id14813.tr7448","id14813","extracted_CDS GOMatch=D2H3R3 GOTerms=GO:0005506,GO:0016567,GO:0019005,GO:0031146,GO:0048471,GO:0055072 Gene=F-box/LRR-repeat_protein_5_ Match_Acc=Q2YDQ5 gene=isogroup08588 length=657 numContigs=1",NA,"","","","1_of_1_in_tr7448 len=369 id=14813 tr=7448"
"5840","tr74528",0.988088988076173,2.75605472366769,2.8356400521024,NA,"salinity.id23949.tr74528","id23949","",NA,"","","","1_of_1_in_tr74528 len=333 id=23949 tr=74528"
"5841","tr74531",0.973728355530732,0.338736765735437,0.321205563596161,NA,"salinity.id46146.tr74531","id46146","",NA,"","","","1_of_1_in_tr74531 len=218 id=46146 tr=74531"
"5842","tr74539",0.999767913022246,0.1930123175271,0.170334288232212,NA,"salinity.id11006.tr74539","id11006","",NA,"","","","1_of_1_in_tr74539 len=232 id=11006 tr=74539"
"5843","tr7454",0.999969207794674,19.7063408453044,2723.49468212943,NA,"salinity.id15011.tr7454","id15011","",NA,"","","","1_of_1_in_tr7454 len=212 id=15011 tr=7454"
"5844","tr74564",0.999093143073356,15.0297556339783,2042.87101159707,NA,"salinity.id15450.tr74564","id15450","",18,"extracted_CDS GOMatch=A7RJX1 GOTerms=GO:0005216,GO:0005262,GO:0006810,GO:0006811,GO:0006816,GO:0016020,GO:0016021,GO:0055085,GO:0070588 Gene=Transient_receptor_potential_cation_channel,_subfamily_C,_member_5_ Match_Acc=Q1MT27 gene=isogroup20447 length=365 numContigs=1","","","1_of_1_in_tr74564 len=204 id=15450 tr=74564"
"5845","tr74594",0.999427166975918,3.98988685387451,4.25234725445957,NA,"salinity.id6816.tr74594","id6816","",NA,"","","","1_of_1_in_tr74594 len=317 id=6816 tr=74594"
"5846","tr7461",0.962771825142382,2.44864170305497,2.5036512417845,NA,"salinity.id11442.tr7461","id11442","",NA,"","","","1_of_1_in_tr7461 len=479 id=11442 tr=7461"
"5847","tr74646",0.999999986443532,31.7318456744286,4473.66983492692,NA,"salinity.id15034.tr74646","id15034","",70,"extracted_CDS GOMatch=A7SK00 GOTerms=GO:0006508,GO:0008235,GO:0008239,GO:0016805 Gene=Dipeptidase_1_ Match_Acc=C3KH00 gene=isogroup02280 length=1415 numContigs=1","","","1_of_1_in_tr74646 len=232 id=15034 tr=74646"
"5848","tr7467",0.999427424364332,2.82068206643975,2.8450488080287,NA,"salinity.id34936.tr7467","id34936","extracted_CDS GOMatch=A7RH48 GOTerms=GO:0003676,GO:0003677,GO:0004003,GO:0005488,GO:0005634,GO:0005958,GO:0006303 Gene=ATP-dependent_DNA_helicase_2_subunit_1_ Match_Acc=Q26228 gene=isogroup09195 length=626 numContigs=1",NA,"","","","1_of_2_in_tr7467 len=687 id=34936 tr=7467"
"5849","tr7467",0.999427424364332,2.82068206643975,2.8450488080287,NA,"salinity.id34937.tr7467","id34937","",27,"extracted_CDS GOMatch=A7RH48 GOTerms=GO:0003676,GO:0003677,GO:0004003,GO:0005488,GO:0005634,GO:0005958,GO:0006303 Gene=ATP-dependent_DNA_helicase_2_subunit_1_ Match_Acc=Q26228 gene=isogroup09195 length=626 numContigs=1","","","2_of_2_in_tr7467 len=279 id=34937 tr=7467"
"5850","tr74694",0.973898885448269,0.420026682638223,0.413659344526553,NA,"salinity.id22339.tr74694","id22339","",NA,"","","","1_of_1_in_tr74694 len=369 id=22339 tr=74694"
"5851","tr74711",0.999437680792984,5.33609122392034,6.20543269690527,NA,"salinity.id990.tr74711","id990","",NA,"","","","1_of_1_in_tr74711 len=230 id=990 tr=74711"
"5852","tr74747",0.999997969065465,23.7148424550124,3306.8863997286,NA,"salinity.id6472.tr74747","id6472","",42,"extracted_CDS GOMatch=A7SNL9 GOTerms=GO:0007155,GO:0016020 Gene=Scavenger_receptor_class_B,_member_2_ Match_Acc=Q28HW5 gene=isogroup03188 length=1154 numContigs=1","","","1_of_1_in_tr74747 len=222 id=6472 tr=74747"
"5853","tr74765",0.999999999084323,36.4084308857545,5154.29350545928,NA,"salinity.id8643.tr74765","id8643","",NA,"","","","1_of_1_in_tr74765 len=251 id=8643 tr=74765"
"5854","tr74779",0.991936952853682,0.298503195978509,0.28024967698437,NA,"salinity.id28938.tr74779","id28938","",NA,"","","","1_of_1_in_tr74779 len=203 id=28938 tr=74779"
"5855","tr74789",0.999999994168895,8.18584277439469,9.10310639062185,NA,"salinity.id16456.tr74789","id16456","extracted_CDS length=476 region=1 run=R_2010_02_19_08_49_25_ xy=0515_1911",NA,"","","","1_of_1_in_tr74789 len=386 id=16456 tr=74789"
"5856","tr74798",0.962331878864895,2.38347807049577,2.42765713336409,NA,"salinity.id6779.tr74798","id6779","",29,"extracted_CDS GOMatch=A7RQD8 GOTerms=GO:0003735,GO:0005622,GO:0005840,GO:0006412 Gene=Ribosomal_protein_L30_ Match_Acc=Q6B8A6 gene=isogroup13958 length=466 numContigs=1","","","1_of_1_in_tr74798 len=240 id=6779 tr=74798"
"5857","tr7480",0.999999992639772,0.159337231734729,0.150776616344818,NA,"salinity.id175.tr7480","id175","extracted_CDS gene=isogroup17782 length=397 numContigs=1",NA,"","","","1_of_1_in_tr7480 len=216 id=175 tr=7480"
"5858","tr7481",0.999910363890292,0.218387696821352,0.202697590621074,NA,"salinity.id47080.tr7481","id47080","",NA,"","","","1_of_1_in_tr7481 len=218 id=47080 tr=7481"
"5859","tr74814",0.996094786850159,0.329826916959792,0.31887645886422,NA,"salinity.id3574.tr74814","id3574","",NA,"","","","1_of_1_in_tr74814 len=221 id=3574 tr=74814"
"5860","tr74823",0.999872560949862,17.7020900404503,2431.79882332985,NA,"salinity.id16209.tr74823","id16209","",NA,"","","","1_of_1_in_tr74823 len=216 id=16209 tr=74823"
"5861","tr74846",0.991094451255573,3.50855514780887,3.77954214557831,NA,"salinity.id2408.tr74846","id2408","",NA,"","","","1_of_1_in_tr74846 len=222 id=2408 tr=74846"
"5862","tr74854",0.993008234497446,12.3574212275062,1653.9431998643,NA,"salinity.id3799.tr74854","id3799","",NA,"","","","1_of_1_in_tr74854 len=206 id=3799 tr=74854"
"5863","tr74859",0.999997105213011,0.156581966798931,0.139153277329877,NA,"salinity.id8026.tr74859","id8026","",NA,"","","","1_of_1_in_tr74859 len=211 id=8026 tr=74859"
"5864","tr74891",0.999617650233941,4.17535520562564,4.47266723928999,NA,"salinity.id23825.tr74891","id23825","",NA,"","","","1_of_1_in_tr74891 len=307 id=23825 tr=74891"
"5865","tr74898",0.999872560949862,17.7020900404503,2431.79882332985,NA,"salinity.id15016.tr74898","id15016","",NA,"","","","1_of_1_in_tr74898 len=234 id=15016 tr=74898"
"5866","tr74939",0.999999999960992,0.0366452198780352,0.0151584297569736,NA,"salinity.id29934.tr74939","id29934","",NA,"","","","1_of_1_in_tr74939 len=226 id=29934 tr=74939"
"5867","tr74961",0.971837954837358,2.21430238061516,2.22518741511643,NA,"salinity.id38451.tr74961","id38451","",NA,"","","","1_of_1_in_tr74961 len=583 id=38451 tr=74961"
"5868","tr74976",0.99999016233852,0.221801457342205,0.211184378319223,NA,"salinity.id5498.tr74976","id5498","",NA,"","","","1_of_1_in_tr74976 len=212 id=5498 tr=74976"
"5869","tr74977",0.96201544175142,3.0356308006821,3.23983389358625,NA,"salinity.id38712.tr74977","id38712","",67,"extracted_CDS GOMatch=A7T2M0 GOTerms=GO:0004888,GO:0007165,GO:0031224,GO:0045087 gene=isogroup04034 length=1009 numContigs=1","","","1_of_1_in_tr74977 len=246 id=38712 tr=74977"
"5870","tr7500",0.995796144736402,3.92146359472281,4.29438467659232,NA,"salinity.id16239.tr7500","id16239","",NA,"","","","1_of_1_in_tr7500 len=294 id=16239 tr=7500"
"5871","tr75003",0.999960794700446,0.248498985962872,0.238629394249342,NA,"salinity.id17015.tr75003","id17015","",NA,"","","","1_of_1_in_tr75003 len=234 id=17015 tr=75003"
"5872","tr75014",0.999999999999755,52.4424373245868,7487.86037585594,NA,"salinity.id2081.tr75014","id2081","",NA,"","","","1_of_1_in_tr75014 len=264 id=2081 tr=75014"
"5873","tr75015",0.995375739241579,0.355307479392737,0.346995963268587,NA,"salinity.id13515.tr75015","id13515","",13,"extracted_CDS GOMatch=A7SEW7 GOTerms=GO:0003840 Gene=Gamma_glutamyl_transpeptidases_ Match_Acc=Q17DD8 gene=isogroup07163 length=731 numContigs=1","","","1_of_1_in_tr75015 len=337 id=13515 tr=75015"
"5874","tr75031",0.955275278216293,2.45853602654032,2.52063267135292,NA,"salinity.id29205.tr75031","id29205","",NA,"","","","1_of_1_in_tr75031 len=365 id=29205 tr=75031"
"5875","tr75062",0.99752592375326,3.44988189861988,3.63100014833565,NA,"salinity.id12688.tr75062","id12688","",NA,"","","","1_of_1_in_tr75062 len=324 id=12688 tr=75062"
"5876","tr75068",0.999996838963174,23.0467588533944,3209.6544467954,NA,"salinity.id3660.tr75068","id3660","",NA,"","","","1_of_1_in_tr75068 len=218 id=3660 tr=75068"
"5877","tr75095",0.999969207794674,19.7063408453044,2723.49468212943,NA,"salinity.id4036.tr75095","id4036","",NA,"","","","1_of_1_in_tr75095 len=202 id=4036 tr=75095"
"5878","tr75096",0.95096549258013,0.362777571193599,0.345558910500207,NA,"salinity.id29426.tr75096","id29426","",NA,"","","","1_of_1_in_tr75096 len=210 id=29426 tr=75096"
"5879","tr75126",0.999999777532249,18.2014545358656,42.1431937412979,NA,"salinity.id27684.tr75126","id27684","",15,"extracted_CDS GOMatch=A7RXJ9 GOTerms=GO:0005488 Gene=Cell_division_cycle_protein_27_homolog_ Match_Acc=B5X1N9 length=453 region=2 run=R_2010_02_19_08_49_25_ xy=1490_2850","","","1_of_1_in_tr75126 len=274 id=27684 tr=75126"
"5880","tr75135",0.999894685902977,3.88349531136534,4.04552821750409,NA,"salinity.id23258.tr75135","id23258","extracted_CDS Match_Acc=Q6T722 run=R_2010_02_19_08_49_25_ region=2 Gene=Mitochondrial_topoisomerase_I_ length=244 xy=1622_2287",NA,"","","","1_of_1_in_tr75135 len=475 id=23258 tr=75135"
"5881","tr75163",0.998150797624414,0.251867012347083,0.232032746726386,NA,"salinity.id6252.tr75163","id6252","extracted_CDS gene=isogroup11229 length=539 numContigs=1",NA,"","","","1_of_1_in_tr75163 len=324 id=6252 tr=75163"
"5882","tr75173",0.95976640032483,0.450264590547792,0.445875142548223,NA,"salinity.id44425.tr75173","id44425","",NA,"","","","1_of_1_in_tr75173 len=397 id=44425 tr=75173"
"5883","tr75227",0.999980641518019,20.3744244469224,2820.72663506263,NA,"salinity.id29204.tr75227","id29204","",NA,"","","","1_of_1_in_tr75227 len=242 id=29204 tr=75227"
"5884","tr75239",0.991460684973513,0.359244696632145,0.349457657110562,NA,"salinity.id34955.tr75239","id34955","",NA,"","","","1_of_1_in_tr75239 len=343 id=34955 tr=75239"
"5885","tr75281",0.999141144418005,4.26340541637553,4.64528891183051,NA,"salinity.id22760.tr75281","id22760","extracted_CDS GOMatch=C3YS34 GOTerms=GO:0005622,GO:0008270,GO:0046872 Gene=C._briggsae_CBR-TRIM-9_protein_ Match_Acc=A8WPI5 gene=isogroup00136 length=1158 numContigs=2",NA,"","","","1_of_1_in_tr75281 len=424 id=22760 tr=75281"
"5886","tr75304",0.972619458049336,3.58522717437056,3.98848250843229,NA,"salinity.id9113.tr75304","id9113","",26,"extracted_CDS GOMatch=A7S6W8 GOTerms=GO:0006457,GO:0031072,GO:0051082 Gene=Dnajb9_protein_ Match_Acc=B1H111 gene=isogroup07245 length=728 numContigs=1","","","1_of_1_in_tr75304 len=249 id=9113 tr=75304"
"5887","tr75409",0.99709652172886,3.10142069632141,3.20685866855687,NA,"salinity.id21830.tr75409","id21830","extracted_CDS GOMatch=A7S084 GOTerms=GO:0003700,GO:0004871,GO:0005509,GO:0005634,GO:0006351,GO:0006355,GO:0007165 Gene=Signal_transducer_and_activator_of_transcription_5B_ Match_Acc=O93378 gene=isogroup06150 length=785 numContigs=1",NA,"","","","1_of_1_in_tr75409 len=402 id=21830 tr=75409"
"5888","tr75422",0.960076538612224,0.356110716413108,0.339040126970116,NA,"salinity.id3379.tr75422","id3379","",NA,"","","","1_of_1_in_tr75422 len=241 id=3379 tr=75422"
"5889","tr75431",0.998180382176876,3.77219977094013,4.03176391361047,NA,"salinity.id3703.tr75431","id3703","",NA,"","","","1_of_1_in_tr75431 len=297 id=3703 tr=75431"
"5890","tr75432",0.999999151330175,25.0510096582484,3501.35030559498,NA,"salinity.id5466.tr75432","id5466","",39,"extracted_CDS GOMatch=A7RFK3 GOTerms=GO:0000166,GO:0005524,GO:0006200,GO:0006810,GO:0016021,GO:0016887,GO:0017111,GO:0042626,GO:0055085 Gene=Mdr3_ Match_Acc=Q804Z6 gene=isogroup10054 length=578 numContigs=1","","","1_of_1_in_tr75432 len=220 id=5466 tr=75432"
"5891","tr75439",0.999997105213011,0.156581966798931,0.139153277329877,NA,"salinity.id9806.tr75439","id9806","",17,"extracted_CDS GOMatch=A7S518 GOTerms=GO:0005488 Gene=Anaphase-promoting_complex_subunit_7_ Match_Acc=C0H9K6 gene=isogroup23211 length=332 numContigs=1","","","1_of_1_in_tr75439 len=248 id=9806 tr=75439"
"5892","tr75472",0.989591782362038,3.7680730879028,4.15671384363371,NA,"salinity.id41192.tr75472","id41192","",NA,"","","","1_of_1_in_tr75472 len=283 id=41192 tr=75472"
"5893","tr75488",0.999802354738416,0.138893689480685,0.105286681760561,NA,"salinity.id888.tr75488","id888","",NA,"","","","1_of_1_in_tr75488 len=223 id=888 tr=75488"
"5894","tr75490",0.978852148643431,0.404259642060731,0.396784935381366,NA,"salinity.id20411.tr75490","id20411","",NA,"","","","1_of_1_in_tr75490 len=513 id=20411 tr=75490"
"5895","tr75498",0.982047450923827,3.12130246032334,3.30751616027558,NA,"salinity.id36110.tr75498","id36110","",NA,"","","","1_of_1_in_tr75498 len=257 id=36110 tr=75498"
"5896","tr755",0.999999998920207,0.0803784404304604,0.0631484737222524,NA,"salinity.id19827.tr755","id19827","",NA,"","","","1_of_1_in_tr755 len=201 id=19827 tr=755"
"5897","tr75508",0.965694293359896,2.22005308491944,2.23702803099081,NA,"salinity.id42837.tr75508","id42837","",NA,"","","","1_of_1_in_tr75508 len=511 id=42837 tr=75508"
"5898","tr7551",0.982131131924239,2.45835874841128,2.49702229521865,NA,"salinity.id22236.tr7551","id22236","",NA,"","","","1_of_1_in_tr7551 len=426 id=22236 tr=7551"
"5899","tr75554",0.996605286658417,3.18035899759218,3.30798339661357,NA,"salinity.id14906.tr75554","id14906","",NA,"","","","1_of_1_in_tr75554 len=463 id=14906 tr=75554"
"5900","tr75592",0.999999448113469,25.7190932598664,3598.58225852818,NA,"salinity.id49948.tr75592","id49948","",NA,"","","","1_of_1_in_tr75592 len=203 id=49948 tr=75592"
"5901","tr75602",0.999749564882388,4.7591095050155,5.23895501327669,NA,"salinity.id27896.tr75602","id27896","",NA,"","","","1_of_1_in_tr75602 len=203 id=27896 tr=75602"
"5902","tr75605",0.99998803347773,0.0883576619627477,0.0527783487953261,NA,"salinity.id13390.tr75605","id13390","",NA,"","","","1_of_1_in_tr75605 len=217 id=13390 tr=75605"
"5903","tr75635",0.999999877269336,0.0368370832083322,0.000262720022211837,NA,"salinity.id5310.tr75635","id5310","",NA,"","","","1_of_1_in_tr75635 len=219 id=5310 tr=75635"
"5904","tr7567",0.999991400643085,5.60239653538101,6.14096868690768,NA,"salinity.id177.tr7567","id177","",NA,"","","","1_of_1_in_tr7567 len=275 id=177 tr=7567"
"5905","tr75692",0.999861126537195,0.15957482504293,0.132113261368191,NA,"salinity.id10101.tr75692","id10101","extracted_CDS length=548 region=3 run=R_2010_02_19_08_49_25_ xy=2961_1027",NA,"","","","1_of_1_in_tr75692 len=263 id=10101 tr=75692"
"5906","tr75706",0.999999999999946,0.0187641498793863,0.000131377268825411,NA,"salinity.id8431.tr75706","id8431","extracted_CDS GOMatch=A7RH63 GOTerms=GO:0003676,GO:0004386,GO:0005524,GO:0008026,GO:0016787 Gene=DEAD_(Asp-Glu-Ala-Asp)_box_polypeptide_56_ Match_Acc=Q1JPZ5 gene=isogroup17628 length=401 numContigs=1",NA,"","","","1_of_1_in_tr75706 len=211 id=8431 tr=75706"
"5907","tr75708",0.999999999975045,43.0892669019348,6126.61303479122,NA,"salinity.id21518.tr75708","id21518","",42,"extracted_CDS GOMatch=A7RVM8 GOTerms=GO:0005634,GO:0008270 Gene=L(3)mbt-like_2_(Drosophila),_isoform_CRA_e_ Match_Acc=Q8BHD5 gene=isogroup01875 length=1675 numContigs=1","","","1_of_1_in_tr75708 len=252 id=21518 tr=75708"
"5908","tr75725",0.999886462327782,0.198847736366473,0.179438559043659,NA,"salinity.id1839.tr75725","id1839","",NA,"","","","1_of_1_in_tr75725 len=225 id=1839 tr=75725"
"5909","tr75770",0.988220974172847,11.6893376258882,1556.7112469311,NA,"salinity.id3009.tr75770","id3009","",NA,"","","","1_of_1_in_tr75770 len=204 id=3009 tr=75770"
"5910","tr75775",0.999999986443532,31.7318456744286,4473.66983492692,NA,"salinity.id15351.tr75775","id15351","",NA,"","","","1_of_1_in_tr75775 len=203 id=15351 tr=75775"
"5911","tr75797",0.997506249851656,13.6935884307422,1848.40710573069,NA,"salinity.id32206.tr75797","id32206","extracted_CDS GOMatch=A7SQ32 GOTerms=GO:0016021 gene=isogroup14044 length=462 numContigs=1",NA,"","","","1_of_1_in_tr75797 len=202 id=32206 tr=75797"
"5912","tr75810",0.999978747591885,4.14216199019582,4.30565579251511,NA,"salinity.id13904.tr75810","id13904","extracted_CDS GOMatch=A7RWJ9 GOTerms=GO:0003824,GO:0004721,GO:0004722,GO:0006470,GO:0008287,GO:0016787,GO:0046872 Gene=Protein_phosphatase_1F_(PP2C_domain_containing)_ Match_Acc=Q6IPC0 gene=isogroup29496 length=182 numContigs=1",NA,"","","","1_of_1_in_tr75810 len=401 id=13904 tr=75810"
"5913","tr75819",0.999530234501973,0.298071052419041,0.288937848447486,NA,"salinity.id31265.tr75819","id31265","",NA,"","","","1_of_1_in_tr75819 len=231 id=31265 tr=75819"
"5914","tr7585",0.999990095308305,11.4876015782687,18.8214645649995,NA,"salinity.id3986.tr7585","id3986","",NA,"","","","1_of_1_in_tr7585 len=234 id=3986 tr=7585"
"5915","tr75865",0.981737614087608,0.370294362459466,0.359093540399331,NA,"salinity.id29868.tr75865","id29868","",NA,"","","","1_of_1_in_tr75865 len=325 id=29868 tr=75865"
"5916","tr75868",0.996784601027638,0.382425181623322,0.378191599614787,NA,"salinity.id21324.tr75868","id21324","",NA,"","","","1_of_1_in_tr75868 len=370 id=21324 tr=75868"
"5917","tr7591",0.999928126176,0.261122373167313,0.251596602178983,NA,"salinity.id27578.tr7591","id27578","",NA,"","","","1_of_1_in_tr7591 len=287 id=27578 tr=7591"
"5918","tr75919",0.999999151330175,25.0510096582484,3501.35030559498,NA,"salinity.id23638.tr75919","id23638","",NA,"","","","1_of_1_in_tr75919 len=219 id=23638 tr=75919"
"5919","tr75930",0.999068723613652,0.305956608817644,0.296105125333038,NA,"salinity.id7762.tr75930","id7762","",26,"extracted_CDS GOMatch=B0XKB0 GOTerms=GO:0016021 Gene=Transmembrane_protein_26_ Match_Acc=B0XKB0 gene=isogroup10881 length=554 numContigs=1","","","1_of_1_in_tr75930 len=208 id=7762 tr=75930"
"5920","tr75954",0.988220974172847,11.6893376258882,1556.7112469311,NA,"salinity.id24798.tr75954","id24798","",NA,"","","","1_of_1_in_tr75954 len=247 id=24798 tr=75954"
"5921","tr75993",0.9999507949354,19.0382572436864,2626.26272919624,NA,"salinity.id25798.tr75993","id25798","",66,"extracted_CDS GOMatch=A8QGB0 GOTerms=GO:0008233 Gene=Kazal-type_serine_protease_inhibitor_domain_containing_protein_(Fragment)_ Match_Acc=A8QGB0 gene=isogroup01593 length=2070 numContigs=1","","","1_of_1_in_tr75993 len=264 id=25798 tr=75993"
"5922","tr76023",0.98920088773826,2.71293617651226,2.78169767957204,NA,"salinity.id41546.tr76023","id41546","",NA,"","","","1_of_1_in_tr76023 len=269 id=41546 tr=76023"
"5923","tr76027",0.994216112347854,0.305570759283361,0.289832341714878,NA,"salinity.id8943.tr76027","id8943","",NA,"","","","1_of_1_in_tr76027 len=297 id=8943 tr=76027"
"5924","tr76049",0.987978212648219,2.96749869949418,3.09312851734225,NA,"salinity.id10953.tr76049","id10953","",NA,"","","","1_of_1_in_tr76049 len=333 id=10953 tr=76049"
"5925","tr76052",0.984187602975771,0.375315570372764,0.36534034117878,NA,"salinity.id13354.tr76052","id13354","",NA,"","","","1_of_1_in_tr76052 len=384 id=13354 tr=76052"
"5926","tr76069",0.964484901292145,2.71999455768163,2.82982060383696,NA,"salinity.id5647.tr76069","id5647","",NA,"","","","1_of_1_in_tr76069 len=232 id=5647 tr=76069"
"5927","tr76097",0.993465988346497,0.269111810195382,0.246786670727209,NA,"salinity.id8444.tr76097","id8444","",NA,"","","","1_of_1_in_tr76097 len=219 id=8444 tr=76097"
"5928","tr76108",0.999495670572458,0.274351642486971,0.262066219672281,NA,"salinity.id24736.tr76108","id24736","",NA,"","","","1_of_1_in_tr76108 len=272 id=24736 tr=76108"
"5929","tr76145",0.999969207794674,19.7063408453044,2723.49468212943,NA,"salinity.id27388.tr76145","id27388","",NA,"","","","1_of_1_in_tr76145 len=290 id=27388 tr=76145"
"5930","tr76154",0.995318165344764,0.319628649864681,0.306709019322999,NA,"salinity.id8836.tr76154","id8836","",NA,"","","","1_of_1_in_tr76154 len=349 id=8836 tr=76154"
"5931","tr76168",0.99999999997351,0.0242249048317244,0.000170553280299469,NA,"salinity.id15186.tr76168","id15186","",NA,"","","","1_of_1_in_tr76168 len=245 id=15186 tr=76168"
"5932","tr76211",0.999999999982613,0.134403348927553,0.128067786088677,NA,"salinity.id11507.tr76211","id11507","",NA,"","","","1_of_1_in_tr76211 len=390 id=11507 tr=76211"
"5933","tr76214",0.979499350195818,0.31561565560989,0.295581837745836,NA,"salinity.id20555.tr76214","id20555","extracted_CDS Gene=Wdr49_protein_(Fragment)_ Match_Acc=Q0IIZ6 run=R_2010_02_19_08_49_25_ region=2 length=357 xy=1410_3422",NA,"","","","1_of_1_in_tr76214 len=256 id=20555 tr=76214"
"5934","tr76218",0.999803085586903,0.163250385484932,0.135258087168495,NA,"salinity.id3279.tr76218","id3279","",46,"extracted_CDS GOMatch=B0X640 GOTerms=GO:0005509 Gene=Spectrin_alpha_chain_ Match_Acc=B0X640 gene=isogroup01440 length=2995 numContigs=1","","","1_of_1_in_tr76218 len=202 id=3279 tr=76218"
"5935","tr76259",0.967375776036253,2.18585384117028,2.19382749783177,NA,"salinity.id24059.tr76259","id24059","",NA,"","","","1_of_1_in_tr76259 len=1082 id=24059 tr=76259"
"5936","tr76276",0.997506249851656,13.6935884307422,1848.40710573069,NA,"salinity.id15732.tr76276","id15732","",NA,"","","","1_of_1_in_tr76276 len=217 id=15732 tr=76276"
"5937","tr76295",0.999995452575677,0.213618041679896,0.203290352542377,NA,"salinity.id19480.tr76295","id19480","",NA,"","","","1_of_1_in_tr76295 len=253 id=19480 tr=76295"
"5938","tr76316",0.999999763900977,27.0552604631025,3793.04616439457,NA,"salinity.id46049.tr76316","id46049","",NA,"","","","1_of_1_in_tr76316 len=224 id=46049 tr=76316"
"5939","tr76339",0.99999980983603,0.167475678855084,0.156117425116954,NA,"salinity.id2044.tr76339","id2044","",27,"extracted_CDS GOMatch=B4ILZ0 GOTerms=GO:0000786,GO:0003677,GO:0005634,GO:0005694,GO:0006334 Gene=Histone_H4_ Match_Acc=B4ILZ0 gene=isogroup25925 length=286 numContigs=1","","","1_of_1_in_tr76339 len=369 id=2044 tr=76339"
"5940","tr76355",0.982323014015609,3.6024319200564,3.96781645869777,NA,"salinity.id14873.tr76355","id14873","",NA,"","","","1_of_1_in_tr76355 len=210 id=14873 tr=76355"
"5941","tr76361",0.999999999949797,41.7530996986988,5932.14912892483,NA,"salinity.id23267.tr76361","id23267","",NA,"","","","1_of_1_in_tr76361 len=351 id=23267 tr=76361"
"5942","tr76374",0.980522222527658,3.21962024988231,3.44228013493945,NA,"salinity.id23942.tr76374","id23942","extracted_CDS Match_Acc=Q804R0 run=R_2010_02_19_08_49_25_ region=2 length=388 Gene=Lady_bird-like_homeobox_1_homolog,_(Drosophila)_ xy=1345_1334",NA,"","","","1_of_1_in_tr76374 len=293 id=23942 tr=76374"
"5943","tr76379",0.975646504850096,2.42837907541284,2.46933852261567,NA,"salinity.id38220.tr76379","id38220","",NA,"","","","1_of_1_in_tr76379 len=442 id=38220 tr=76379"
