TR102218_c3_g3_i1	sp-Q95334-AMPE_PIG	sp-Q95334-AMPE_PIG Glutamyl aminopeptidase OS=Sus scrofa GN=ENPEP PE=1 SV=1
TR148885_c7_g1_i4	sp-Q9WV03-FA50A_MOUSE	sp-Q9WV03-FA50A_MOUSE Protein FAM50A OS=Mus musculus GN=Fam50a PE=1 SV=1
TR148885_c7_g1_i4	sp-Q14320-FA50A_HUMAN	sp-Q14320-FA50A_HUMAN Protein FAM50A OS=Homo sapiens GN=FAM50A PE=1 SV=2
TR148885_c7_g1_i4	sp-Q14320-FA50A_HUMAN	sp-Q14320-FA50A_HUMAN Protein FAM50A OS=Homo sapiens GN=FAM50A PE=1 SV=2
TR148885_c7_g1_i4	sp-Q299F9-FAM50_DROPS	sp-Q299F9-FAM50_DROPS Protein FAM50 homolog OS=Drosophila pseudoobscura pseudoobscura GN=GA11514 PE=3 SV=1
TR148885_c7_g1_i4	sp-Q299F9-FAM50_DROPS	sp-Q299F9-FAM50_DROPS Protein FAM50 homolog OS=Drosophila pseudoobscura pseudoobscura GN=GA11514 PE=3 SV=1
TR148885_c7_g1_i4	sp-Q9VAY7-FAM50_DROME	sp-Q9VAY7-FAM50_DROME Protein FAM50 homolog OS=Drosophila melanogaster GN=CG12259 PE=2 SV=1
TR148885_c7_g1_i4	sp-Q9VAY7-FAM50_DROME	sp-Q9VAY7-FAM50_DROME Protein FAM50 homolog OS=Drosophila melanogaster GN=CG12259 PE=2 SV=1
TR148885_c7_g1_i4	sp-Q568K9-FA50A_DANRE	sp-Q568K9-FA50A_DANRE Protein FAM50A OS=Danio rerio GN=fam50a PE=2 SV=1
TR148885_c7_g1_i4	sp-Q568K9-FA50A_DANRE	sp-Q568K9-FA50A_DANRE Protein FAM50A OS=Danio rerio GN=fam50a PE=2 SV=1
TR148885_c7_g1_i4	sp-Q7PYQ5-FAM50_ANOGA	sp-Q7PYQ5-FAM50_ANOGA Protein FAM50 homolog OS=Anopheles gambiae GN=AGAP002062 PE=3 SV=2
TR148885_c7_g1_i4	sp-Q7PYQ5-FAM50_ANOGA	sp-Q7PYQ5-FAM50_ANOGA Protein FAM50 homolog OS=Anopheles gambiae GN=AGAP002062 PE=3 SV=2
TR148939_c2_g1_i1	sp-O15085-ARHGB_HUMAN	sp-O15085-ARHGB_HUMAN Rho guanine nucleotide exchange factor 11 OS=Homo sapiens GN=ARHGEF11 PE=1 SV=1
TR148939_c2_g1_i1	sp-O15085-ARHGB_HUMAN	sp-O15085-ARHGB_HUMAN Rho guanine nucleotide exchange factor 11 OS=Homo sapiens GN=ARHGEF11 PE=1 SV=1
TR148939_c2_g1_i1	sp-O15085-ARHGB_HUMAN	sp-O15085-ARHGB_HUMAN Rho guanine nucleotide exchange factor 11 OS=Homo sapiens GN=ARHGEF11 PE=1 SV=1
TR148939_c2_g1_i1	sp-Q9ES67-ARHGB_RAT	sp-Q9ES67-ARHGB_RAT Rho guanine nucleotide exchange factor 11 OS=Rattus norvegicus GN=Arhgef11 PE=1 SV=1
TR148939_c2_g1_i1	sp-Q9ES67-ARHGB_RAT	sp-Q9ES67-ARHGB_RAT Rho guanine nucleotide exchange factor 11 OS=Rattus norvegicus GN=Arhgef11 PE=1 SV=1
TR148939_c2_g1_i1	sp-Q9ES67-ARHGB_RAT	sp-Q9ES67-ARHGB_RAT Rho guanine nucleotide exchange factor 11 OS=Rattus norvegicus GN=Arhgef11 PE=1 SV=1
TR148939_c2_g1_i1	sp-Q92888-ARHG1_HUMAN	sp-Q92888-ARHG1_HUMAN Rho guanine nucleotide exchange factor 1 OS=Homo sapiens GN=ARHGEF1 PE=1 SV=2
TR148939_c2_g1_i1	sp-Q92888-ARHG1_HUMAN	sp-Q92888-ARHG1_HUMAN Rho guanine nucleotide exchange factor 1 OS=Homo sapiens GN=ARHGEF1 PE=1 SV=2
TR148939_c2_g1_i1	sp-Q61210-ARHG1_MOUSE	sp-Q61210-ARHG1_MOUSE Rho guanine nucleotide exchange factor 1 OS=Mus musculus GN=Arhgef1 PE=1 SV=2
TR148939_c2_g1_i1	sp-Q61210-ARHG1_MOUSE	sp-Q61210-ARHG1_MOUSE Rho guanine nucleotide exchange factor 1 OS=Mus musculus GN=Arhgef1 PE=1 SV=2
TR148939_c2_g1_i1	sp-Q9NZN5-ARHGC_HUMAN	sp-Q9NZN5-ARHGC_HUMAN Rho guanine nucleotide exchange factor 12 OS=Homo sapiens GN=ARHGEF12 PE=1 SV=1
TR148939_c2_g1_i1	sp-Q9NZN5-ARHGC_HUMAN	sp-Q9NZN5-ARHGC_HUMAN Rho guanine nucleotide exchange factor 12 OS=Homo sapiens GN=ARHGEF12 PE=1 SV=1
TR148939_c2_g1_i1	sp-Q9NZN5-ARHGC_HUMAN	sp-Q9NZN5-ARHGC_HUMAN Rho guanine nucleotide exchange factor 12 OS=Homo sapiens GN=ARHGEF12 PE=1 SV=1
TR148939_c2_g1_i1	sp-Q8R4H2-ARHGC_MOUSE	sp-Q8R4H2-ARHGC_MOUSE Rho guanine nucleotide exchange factor 12 OS=Mus musculus GN=Arhgef12 PE=1 SV=2
TR148939_c2_g1_i1	sp-Q8R4H2-ARHGC_MOUSE	sp-Q8R4H2-ARHGC_MOUSE Rho guanine nucleotide exchange factor 12 OS=Mus musculus GN=Arhgef12 PE=1 SV=2
TR148939_c2_g1_i1	sp-Q8R4H2-ARHGC_MOUSE	sp-Q8R4H2-ARHGC_MOUSE Rho guanine nucleotide exchange factor 12 OS=Mus musculus GN=Arhgef12 PE=1 SV=2
TR148939_c2_g1_i1	sp-Q9Z1I6-ARHG1_RAT	sp-Q9Z1I6-ARHG1_RAT Rho guanine nucleotide exchange factor 1 OS=Rattus norvegicus GN=Arhgef1 PE=2 SV=1
TR148939_c2_g1_i1	sp-Q9Z1I6-ARHG1_RAT	sp-Q9Z1I6-ARHG1_RAT Rho guanine nucleotide exchange factor 1 OS=Rattus norvegicus GN=Arhgef1 PE=2 SV=1
TR148939_c2_g1_i1	sp-Q6ZSZ5-ARHGI_HUMAN	sp-Q6ZSZ5-ARHGI_HUMAN Rho guanine nucleotide exchange factor 18 OS=Homo sapiens GN=ARHGEF18 PE=1 SV=3
TR148939_c2_g1_i1	sp-Q6P9R4-ARHGI_MOUSE	sp-Q6P9R4-ARHGI_MOUSE Rho guanine nucleotide exchange factor 18 OS=Mus musculus GN=Arhgef18 PE=1 SV=2
TR148939_c2_g1_i1	sp-Q12802-AKP13_HUMAN	sp-Q12802-AKP13_HUMAN A-kinase anchor protein 13 OS=Homo sapiens GN=AKAP13 PE=1 SV=2
TR151667_c5_g1_i2	sp-Q3ZBN8-TIM14_BOVIN	sp-Q3ZBN8-TIM14_BOVIN Mitochondrial import inner membrane translocase subunit TIM14 OS=Bos taurus GN=DNAJC19 PE=3 SV=3
TR151667_c5_g1_i2	sp-Q5RF34-TIM14_PONAB	sp-Q5RF34-TIM14_PONAB Mitochondrial import inner membrane translocase subunit TIM14 OS=Pongo abelii GN=DNAJC19 PE=3 SV=3
TR151667_c5_g1_i2	sp-Q96DA6-TIM14_HUMAN	sp-Q96DA6-TIM14_HUMAN Mitochondrial import inner membrane translocase subunit TIM14 OS=Homo sapiens GN=DNAJC19 PE=1 SV=3
TR151667_c5_g1_i2	sp-Q6PBT7-TIM14_DANRE	sp-Q6PBT7-TIM14_DANRE Mitochondrial import inner membrane translocase subunit TIM14 OS=Danio rerio GN=dnajc19 PE=3 SV=1
TR151667_c5_g1_i2	sp-Q9Y5T4-DJC15_HUMAN	sp-Q9Y5T4-DJC15_HUMAN DnaJ homolog subfamily C member 15 OS=Homo sapiens GN=DNAJC15 PE=1 SV=2
TR151667_c5_g1_i2	sp-Q5RCP4-DJC15_PONAB	sp-Q5RCP4-DJC15_PONAB DnaJ homolog subfamily C member 15 OS=Pongo abelii GN=DNAJC15 PE=2 SV=1
TR151667_c5_g1_i2	sp-Q9VTJ8-TIM14_DROME	sp-Q9VTJ8-TIM14_DROME Mitochondrial import inner membrane translocase subunit TIM14 OS=Drosophila melanogaster GN=Tim14 PE=3 SV=2
TR151667_c5_g1_i2	sp-Q78YY6-DJC15_MOUSE	sp-Q78YY6-DJC15_MOUSE DnaJ homolog subfamily C member 15 OS=Mus musculus GN=Dnajc15 PE=1 SV=1
TR151667_c5_g1_i2	sp-Q9CQV7-TIM14_MOUSE	sp-Q9CQV7-TIM14_MOUSE Mitochondrial import inner membrane translocase subunit TIM14 OS=Mus musculus GN=Dnajc19 PE=1 SV=3
TR151667_c5_g1_i2	sp-Q6DDA1-DJC15_XENTR	sp-Q6DDA1-DJC15_XENTR DnaJ homolog subfamily C member 15 OS=Xenopus tropicalis GN=dnajc15 PE=2 SV=1
TR152626_c1_g1_i2	sp-P26686-SRR55_DROME	sp-P26686-SRR55_DROME Serine-arginine protein 55 OS=Drosophila melanogaster GN=B52 PE=1 SV=4
TR152626_c1_g1_i2	sp-Q8VE97-SRSF4_MOUSE	sp-Q8VE97-SRSF4_MOUSE Serine/arginine-rich splicing factor 4 OS=Mus musculus GN=Srsf4 PE=2 SV=1
TR152626_c1_g1_i2	sp-Q08170-SRSF4_HUMAN	sp-Q08170-SRSF4_HUMAN Serine/arginine-rich splicing factor 4 OS=Homo sapiens GN=SRSF4 PE=1 SV=2
TR152626_c1_g1_i2	sp-Q13247-SRSF6_HUMAN	sp-Q13247-SRSF6_HUMAN Serine/arginine-rich splicing factor 6 OS=Homo sapiens GN=SRSF6 PE=1 SV=2
TR152626_c1_g1_i2	sp-G3V6S8-SRSF6_RAT	sp-G3V6S8-SRSF6_RAT Serine/arginine-rich splicing factor 6 OS=Rattus norvegicus GN=Srsf6 PE=1 SV=1
TR152626_c1_g1_i2	sp-Q3TWW8-SRSF6_MOUSE	sp-Q3TWW8-SRSF6_MOUSE Serine/arginine-rich splicing factor 6 OS=Mus musculus GN=Srsf6 PE=1 SV=1
TR152626_c1_g1_i2	sp-Q3B7L6-SRSF6_BOVIN	sp-Q3B7L6-SRSF6_BOVIN Serine/arginine-rich splicing factor 6 OS=Bos taurus GN=SRSF6 PE=2 SV=1
TR152626_c1_g1_i2	sp-Q09167-SRSF5_RAT	sp-Q09167-SRSF5_RAT Serine/arginine-rich splicing factor 5 OS=Rattus norvegicus GN=Srsf5 PE=1 SV=1
TR152626_c1_g1_i2	sp-O35326-SRSF5_MOUSE	sp-O35326-SRSF5_MOUSE Serine/arginine-rich splicing factor 5 OS=Mus musculus GN=Srsf5 PE=1 SV=2
TR152626_c1_g1_i2	sp-Q13243-SRSF5_HUMAN	sp-Q13243-SRSF5_HUMAN Serine/arginine-rich splicing factor 5 OS=Homo sapiens GN=SRSF5 PE=1 SV=1
TR154533_c3_g1_i3	sp-Q6ZR37-PKHG7_HUMAN	sp-Q6ZR37-PKHG7_HUMAN Pleckstrin homology domain-containing family G member 7 OS=Homo sapiens GN=PLEKHG7 PE=2 SV=1
TR154533_c3_g1_i3	sp-Q6RFZ7-PKHG5_RAT	sp-Q6RFZ7-PKHG5_RAT Pleckstrin homology domain-containing family G member 5 OS=Rattus norvegicus GN=Plekhg5 PE=1 SV=1
TR154533_c3_g1_i3	sp-Q8R0J1-PKHG6_MOUSE	sp-Q8R0J1-PKHG6_MOUSE Pleckstrin homology domain-containing family G member 6 OS=Mus musculus GN=Plekhg6 PE=2 SV=2
TR154533_c3_g1_i3	sp-O94827-PKHG5_HUMAN	sp-O94827-PKHG5_HUMAN Pleckstrin homology domain-containing family G member 5 OS=Homo sapiens GN=PLEKHG5 PE=1 SV=3
TR154533_c3_g1_i3	sp-Q66T02-PKHG5_MOUSE	sp-Q66T02-PKHG5_MOUSE Pleckstrin homology domain-containing family G member 5 OS=Mus musculus GN=Plekhg5 PE=1 SV=1
TR154533_c3_g1_i3	sp-Q3KR16-PKHG6_HUMAN	sp-Q3KR16-PKHG6_HUMAN Pleckstrin homology domain-containing family G member 6 OS=Homo sapiens GN=PLEKHG6 PE=1 SV=3
TR154533_c3_g1_i3	sp-Q15811-ITSN1_HUMAN	sp-Q15811-ITSN1_HUMAN Intersectin-1 OS=Homo sapiens GN=ITSN1 PE=1 SV=3
TR154533_c3_g1_i3	sp-Q9Z0R4-ITSN1_MOUSE	sp-Q9Z0R4-ITSN1_MOUSE Intersectin-1 OS=Mus musculus GN=Itsn1 PE=1 SV=2
TR154533_c3_g1_i3	sp-Q9NZM3-ITSN2_HUMAN	sp-Q9NZM3-ITSN2_HUMAN Intersectin-2 OS=Homo sapiens GN=ITSN2 PE=1 SV=3
TR154533_c3_g1_i3	sp-Q9Z0R6-ITSN2_MOUSE	sp-Q9Z0R6-ITSN2_MOUSE Intersectin-2 OS=Mus musculus GN=Itsn2 PE=1 SV=2
TR163914_c3_g2_i1	sp-A3E4D8-CALM_PROMN	sp-A3E4D8-CALM_PROMN Calmodulin OS=Prorocentrum minimum PE=2 SV=1
TR163914_c3_g2_i1	sp-A3E3H0-CALM_PFIPI	sp-A3E3H0-CALM_PFIPI Calmodulin OS=Pfiesteria piscicida PE=2 SV=1
TR163914_c3_g2_i1	sp-A3E4F9-CALM_KARVE	sp-A3E4F9-CALM_KARVE Calmodulin OS=Karlodinium veneficum PE=2 SV=1
TR163914_c3_g2_i1	sp-A4UHC0-CALM_ALEFU	sp-A4UHC0-CALM_ALEFU Calmodulin OS=Alexandrium fundyense PE=2 SV=1
TR163914_c3_g2_i1	sp-A8I1Q0-CALM_HETTR	sp-A8I1Q0-CALM_HETTR Calmodulin OS=Heterocapsa triquetra PE=2 SV=1
TR163914_c3_g2_i1	sp-P27164-CALM3_PETHY	sp-P27164-CALM3_PETHY Calmodulin-related protein OS=Petunia hybrida GN=CAM53 PE=2 SV=2
TR163914_c3_g2_i1	sp-P27164-CALM3_PETHY	sp-P27164-CALM3_PETHY Calmodulin-related protein OS=Petunia hybrida GN=CAM53 PE=2 SV=2
TR163914_c3_g2_i1	sp-Q5U206-CALL3_RAT	sp-Q5U206-CALL3_RAT Calmodulin-like protein 3 OS=Rattus norvegicus GN=Calml3 PE=2 SV=1
TR163914_c3_g2_i1	sp-Q5U206-CALL3_RAT	sp-Q5U206-CALL3_RAT Calmodulin-like protein 3 OS=Rattus norvegicus GN=Calml3 PE=2 SV=1
TR163914_c3_g2_i1	sp-P02598-CALM_TETPY	sp-P02598-CALM_TETPY Calmodulin OS=Tetrahymena pyriformis PE=1 SV=4
TR163914_c3_g2_i1	sp-P0DH96-CALM4_ARATH	sp-P0DH96-CALM4_ARATH Calmodulin-4 OS=Arabidopsis thaliana GN=CAM4 PE=1 SV=1
TR163914_c3_g2_i1	sp-P0DH95-CALM1_ARATH	sp-P0DH95-CALM1_ARATH Calmodulin-1 OS=Arabidopsis thaliana GN=CAM1 PE=2 SV=1
TR164982_c9_g1_i4	sp-P17972-KCNAW_DROME	sp-P17972-KCNAW_DROME Potassium voltage-gated channel protein Shaw OS=Drosophila melanogaster GN=Shaw PE=2 SV=1
TR164982_c9_g1_i4	sp-P15388-KCNC1_MOUSE	sp-P15388-KCNC1_MOUSE Potassium voltage-gated channel subfamily C member 1 OS=Mus musculus GN=Kcnc1 PE=1 SV=1
TR164982_c9_g1_i4	sp-P48547-KCNC1_HUMAN	sp-P48547-KCNC1_HUMAN Potassium voltage-gated channel subfamily C member 1 OS=Homo sapiens GN=KCNC1 PE=1 SV=1
TR164982_c9_g1_i4	sp-P25122-KCNC1_RAT	sp-P25122-KCNC1_RAT Potassium voltage-gated channel subfamily C member 1 OS=Rattus norvegicus GN=Kcnc1 PE=1 SV=1
TR164982_c9_g1_i4	sp-Q96PR1-KCNC2_HUMAN	sp-Q96PR1-KCNC2_HUMAN Potassium voltage-gated channel subfamily C member 2 OS=Homo sapiens GN=KCNC2 PE=1 SV=1
TR164982_c9_g1_i4	sp-P22462-KCNC2_RAT	sp-P22462-KCNC2_RAT Potassium voltage-gated channel subfamily C member 2 OS=Rattus norvegicus GN=Kcnc2 PE=1 SV=1
TR164982_c9_g1_i4	sp-G5EFC3-KCNAG_CAEEL	sp-G5EFC3-KCNAG_CAEEL Potassium voltage-gated channel protein egl-36 OS=Caenorhabditis elegans GN=egl-36 PE=1 SV=1
TR164982_c9_g1_i4	sp-Q14B80-KCNC2_MOUSE	sp-Q14B80-KCNC2_MOUSE Potassium voltage-gated channel subfamily C member 2 OS=Mus musculus GN=Kcnc2 PE=1 SV=1
TR164982_c9_g1_i4	sp-Q03721-KCNC4_HUMAN	sp-Q03721-KCNC4_HUMAN Potassium voltage-gated channel subfamily C member 4 OS=Homo sapiens GN=KCNC4 PE=1 SV=2
TR164982_c9_g1_i4	sp-Q63734-KCNC4_RAT	sp-Q63734-KCNC4_RAT Potassium voltage-gated channel subfamily C member 4 OS=Rattus norvegicus GN=Kcnc4 PE=1 SV=1
TR164989_c5_g2_i1	sp-Q497B8-KDM8_RAT	sp-Q497B8-KDM8_RAT Lysine-specific demethylase 8 OS=Rattus norvegicus GN=Kdm8 PE=2 SV=1
TR164989_c5_g2_i1	sp-Q1JP61-KDM8_BOVIN	sp-Q1JP61-KDM8_BOVIN Lysine-specific demethylase 8 OS=Bos taurus GN=KDM8 PE=2 SV=1
TR164989_c5_g2_i1	sp-Q8N371-KDM8_HUMAN	sp-Q8N371-KDM8_HUMAN Lysine-specific demethylase 8 OS=Homo sapiens GN=KDM8 PE=1 SV=1
TR164989_c5_g2_i1	sp-Q9CXT6-KDM8_MOUSE	sp-Q9CXT6-KDM8_MOUSE Lysine-specific demethylase 8 OS=Mus musculus GN=Kdm8 PE=2 SV=1
TR164989_c5_g2_i1	sp-P0C872-JMJD7_MOUSE	sp-P0C872-JMJD7_MOUSE JmjC domain-containing protein 7 OS=Mus musculus GN=Jmjd7 PE=1 SV=1
TR164989_c5_g2_i1	sp-P0C870-JMJD7_HUMAN	sp-P0C870-JMJD7_HUMAN JmjC domain-containing protein 7 OS=Homo sapiens GN=JMJD7 PE=1 SV=1
TR164989_c5_g2_i1	sp-B5XF11-KDM8_SALSA	sp-B5XF11-KDM8_SALSA Lysine-specific demethylase 8 OS=Salmo salar GN=kdm8 PE=2 SV=1
TR164989_c5_g2_i1	sp-B2GUS6-KDM8_XENTR	sp-B2GUS6-KDM8_XENTR Lysine-specific demethylase 8 OS=Xenopus tropicalis GN=kdm8 PE=2 SV=1
TR164989_c5_g2_i1	sp-A8E534-KDM8_DANRE	sp-A8E534-KDM8_DANRE Lysine-specific demethylase 8 OS=Danio rerio GN=kdm8 PE=2 SV=1
TR164989_c5_g2_i1	sp-Q8RWR1-JMJ30_ARATH	sp-Q8RWR1-JMJ30_ARATH Putative lysine-specific demethylase JMJD5 OS=Arabidopsis thaliana GN=JMJD5 PE=2 SV=1
TR165823_c19_g1_i1	sp-Q9ESG9-PMYT1_MOUSE	sp-Q9ESG9-PMYT1_MOUSE Membrane-associated tyrosine- and threonine-specific cdc2-inhibitory kinase OS=Mus musculus GN=Pkmyt1 PE=2 SV=3
TR165823_c19_g1_i1	sp-Q91618-PMYT1_XENLA	sp-Q91618-PMYT1_XENLA Membrane-associated tyrosine- and threonine-specific cdc2-inhibitory kinase OS=Xenopus laevis GN=pkmyt1 PE=1 SV=1
TR165823_c19_g1_i1	sp-Q99640-PMYT1_HUMAN	sp-Q99640-PMYT1_HUMAN Membrane-associated tyrosine- and threonine-specific cdc2-inhibitory kinase OS=Homo sapiens GN=PKMYT1 PE=1 SV=1
TR165823_c19_g1_i1	sp-Q626B1-PMY13_CAEBR	sp-Q626B1-PMY13_CAEBR Membrane-associated tyrosine- and threonine-specific cdc2-inhibitory kinase wee-1.3 OS=Caenorhabditis briggsae GN=wee-1.3 PE=3 SV=1
TR165823_c19_g1_i1	sp-O18209-PMY13_CAEEL	sp-O18209-PMY13_CAEEL Membrane-associated tyrosine- and threonine-specific cdc2-inhibitory kinase wee-1.3 OS=Caenorhabditis elegans GN=wee-1.3 PE=1 SV=1
TR165823_c19_g1_i1	sp-Q9NI63-PMYT1_DROME	sp-Q9NI63-PMYT1_DROME Membrane-associated tyrosine- and threonine-specific cdc2-inhibitory kinase OS=Drosophila melanogaster GN=Myt1 PE=1 SV=2
TR165823_c19_g1_i1	sp-P07527-WEE1_SCHPO	sp-P07527-WEE1_SCHPO Mitosis inhibitor protein kinase wee1 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) GN=wee1 PE=1 SV=1
TR165823_c19_g1_i1	sp-Q20085-PMY11_CAEEL	sp-Q20085-PMY11_CAEEL Membrane-associated tyrosine- and threonine-specific cdc2-inhibitory kinase wee-1.1 OS=Caenorhabditis elegans GN=wee-1.1 PE=2 SV=2
TR165823_c19_g1_i1	sp-Q54E34-Y6398_DICDI	sp-Q54E34-Y6398_DICDI Probable protein kinase DDB_G0291842 OS=Dictyostelium discoideum GN=DDB_G0291842 PE=3 SV=1
TR165823_c19_g1_i1	sp-Q54F40-Y1133_DICDI	sp-Q54F40-Y1133_DICDI Probable protein kinase DDB_G0291133 OS=Dictyostelium discoideum GN=DDB_G0291133 PE=3 SV=1
TR166040_c4_g1_i2	sp-Q8BG19-TMTC4_MOUSE	sp-Q8BG19-TMTC4_MOUSE Transmembrane and TPR repeat-containing protein 4 OS=Mus musculus GN=Tmtc4 PE=2 SV=1
TR166040_c4_g1_i2	sp-Q8BG19-TMTC4_MOUSE	sp-Q8BG19-TMTC4_MOUSE Transmembrane and TPR repeat-containing protein 4 OS=Mus musculus GN=Tmtc4 PE=2 SV=1
TR166040_c4_g1_i2	sp-Q6ZXV5-TMTC3_HUMAN	sp-Q6ZXV5-TMTC3_HUMAN Transmembrane and TPR repeat-containing protein 3 OS=Homo sapiens GN=TMTC3 PE=1 SV=2
TR166040_c4_g1_i2	sp-Q8BRH0-TMTC3_MOUSE	sp-Q8BRH0-TMTC3_MOUSE Transmembrane and TPR repeat-containing protein 3 OS=Mus musculus GN=Tmtc3 PE=1 SV=2
TR166040_c4_g1_i2	sp-Q5T4D3-TMTC4_HUMAN	sp-Q5T4D3-TMTC4_HUMAN Transmembrane and TPR repeat-containing protein 4 OS=Homo sapiens GN=TMTC4 PE=2 SV=2
TR166040_c4_g1_i2	sp-Q5T4D3-TMTC4_HUMAN	sp-Q5T4D3-TMTC4_HUMAN Transmembrane and TPR repeat-containing protein 4 OS=Homo sapiens GN=TMTC4 PE=2 SV=2
TR166040_c4_g1_i2	sp-Q6DCD5-TMTC2_XENLA	sp-Q6DCD5-TMTC2_XENLA Transmembrane and TPR repeat-containing protein 2 OS=Xenopus laevis GN=tmtc2 PE=2 SV=1
TR166040_c4_g1_i2	sp-Q6DCD5-TMTC2_XENLA	sp-Q6DCD5-TMTC2_XENLA Transmembrane and TPR repeat-containing protein 2 OS=Xenopus laevis GN=tmtc2 PE=2 SV=1
TR166040_c4_g1_i2	sp-Q6DCD5-TMTC2_XENLA	sp-Q6DCD5-TMTC2_XENLA Transmembrane and TPR repeat-containing protein 2 OS=Xenopus laevis GN=tmtc2 PE=2 SV=1
TR166040_c4_g1_i2	sp-Q56A06-TMTC2_MOUSE	sp-Q56A06-TMTC2_MOUSE Transmembrane and TPR repeat-containing protein 2 OS=Mus musculus GN=Tmtc2 PE=2 SV=1
TR166040_c4_g1_i2	sp-Q56A06-TMTC2_MOUSE	sp-Q56A06-TMTC2_MOUSE Transmembrane and TPR repeat-containing protein 2 OS=Mus musculus GN=Tmtc2 PE=2 SV=1
TR166040_c4_g1_i2	sp-Q8N394-TMTC2_HUMAN	sp-Q8N394-TMTC2_HUMAN Transmembrane and TPR repeat-containing protein 2 OS=Homo sapiens GN=TMTC2 PE=2 SV=1
TR166040_c4_g1_i2	sp-Q8N394-TMTC2_HUMAN	sp-Q8N394-TMTC2_HUMAN Transmembrane and TPR repeat-containing protein 2 OS=Homo sapiens GN=TMTC2 PE=2 SV=1
TR166040_c4_g1_i2	sp-Q7K4B6-TMTC3_DROME	sp-Q7K4B6-TMTC3_DROME Transmembrane and TPR repeat-containing protein CG4050 OS=Drosophila melanogaster GN=CG4050 PE=2 SV=1
TR166040_c4_g1_i2	sp-Q9VQE9-TMTC1_DROME	sp-Q9VQE9-TMTC1_DROME Transmembrane and TPR repeat-containing protein CG31690 OS=Drosophila melanogaster GN=CG31690 PE=2 SV=3
TR166040_c4_g1_i2	sp-Q9VQE9-TMTC1_DROME	sp-Q9VQE9-TMTC1_DROME Transmembrane and TPR repeat-containing protein CG31690 OS=Drosophila melanogaster GN=CG31690 PE=2 SV=3
TR166040_c4_g1_i2	sp-Q20144-TMTC1_CAEEL	sp-Q20144-TMTC1_CAEEL Transmembrane and TPR repeat-containing protein F38B6.6 OS=Caenorhabditis elegans GN=F38B6.6 PE=3 SV=2
TR167175_c1_g1_i2	sp-Q91Y25-FAM21_CRIGR	sp-Q91Y25-FAM21_CRIGR WASH complex subunit FAM21 OS=Cricetulus griseus GN=Fam21 PE=2 SV=1
TR167175_c1_g1_i2	sp-Q5RDC1-FAM21_PONAB	sp-Q5RDC1-FAM21_PONAB WASH complex subunit FAM21 OS=Pongo abelii GN=FAM21 PE=2 SV=1
TR167175_c1_g1_i2	sp-Q641Q2-FA21A_HUMAN	sp-Q641Q2-FA21A_HUMAN WASH complex subunit FAM21A OS=Homo sapiens GN=FAM21A PE=1 SV=3
TR167175_c1_g1_i2	sp-Q9Y4E1-FA21C_HUMAN	sp-Q9Y4E1-FA21C_HUMAN WASH complex subunit FAM21C OS=Homo sapiens GN=FAM21C PE=1 SV=3
TR167175_c1_g1_i2	sp-Q6PGL7-FAM21_MOUSE	sp-Q6PGL7-FAM21_MOUSE WASH complex subunit FAM21 OS=Mus musculus GN=Fam21 PE=1 SV=1
TR167175_c1_g1_i2	sp-Q80X08-FAM21_RAT	sp-Q80X08-FAM21_RAT WASH complex subunit FAM21 OS=Rattus norvegicus GN=Fam21 PE=1 SV=1
TR167175_c1_g1_i2	sp-Q552E2-FAM21_DICDI	sp-Q552E2-FAM21_DICDI WASH complex subunit FAM21 homolog OS=Dictyostelium discoideum GN=fam21 PE=1 SV=1
TR167632_c0_g1_i1	sp-Q8VCK5-KLH20_MOUSE	sp-Q8VCK5-KLH20_MOUSE Kelch-like protein 20 OS=Mus musculus GN=Klhl20 PE=2 SV=2
TR167632_c0_g1_i1	sp-D3Z8N4-KLH20_RAT	sp-D3Z8N4-KLH20_RAT Kelch-like protein 20 OS=Rattus norvegicus GN=Klhl20 PE=3 SV=1
TR167632_c0_g1_i1	sp-Q9Y2M5-KLH20_HUMAN	sp-Q9Y2M5-KLH20_HUMAN Kelch-like protein 20 OS=Homo sapiens GN=KLHL20 PE=1 SV=4
TR167632_c0_g1_i1	sp-Q08DK3-KLH20_BOVIN	sp-Q08DK3-KLH20_BOVIN Kelch-like protein 20 OS=Bos taurus GN=KLHL20 PE=2 SV=3
TR167632_c0_g1_i1	sp-Q6DFF6-KLH20_XENLA	sp-Q6DFF6-KLH20_XENLA Kelch-like protein 20 OS=Xenopus laevis GN=klhl20 PE=2 SV=1
TR167632_c0_g1_i1	sp-Q5R7B8-KLH20_PONAB	sp-Q5R7B8-KLH20_PONAB Kelch-like protein 20 OS=Pongo abelii GN=KLHL20 PE=2 SV=3
TR167632_c0_g1_i1	sp-B0WWP2-KLHDB_CULQU	sp-B0WWP2-KLHDB_CULQU Kelch-like protein diablo OS=Culex quinquefasciatus GN=dbo PE=3 SV=2
TR167632_c0_g1_i1	sp-B0WWP2-KLHDB_CULQU	sp-B0WWP2-KLHDB_CULQU Kelch-like protein diablo OS=Culex quinquefasciatus GN=dbo PE=3 SV=2
TR167632_c0_g1_i1	sp-B0WWP2-KLHDB_CULQU	sp-B0WWP2-KLHDB_CULQU Kelch-like protein diablo OS=Culex quinquefasciatus GN=dbo PE=3 SV=2
